potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
49	Alkaloid	439887205	441465829	1578620	Aminotran_1_2, Bet_v_1, adh_short_C2	-	NC_058521.1	LOC123448859;LOC123446574;LOC123448860;LOC123448862;LOC123448861;LOC123448863;LOC12344_2328;LOC12344_2329;LOC123448866;LOC123448864;LOC123446575;LOC123446576;LOC123450598	XP_044981820.1;XP_044979085.1;XP_044981822.1;XP_044981824.1;XP_044981823.1;XP_044981825.1;XP_044981826.1;XP_044981827.1;XP_044981829.1;XP_044981828.1;XP_044979086.1;XP_044979087.1;XP_044983702.1	
50	Alkaloid	498459448	499482589	1023140	Abhydrolase_3, Aminotran_1_2, BBE, FAD_binding_4	-	NC_058521.1	LOC123449139;LOC123449140;LOC12344_2423;LOC12344_2424;LOC12344_2425;LOC123449141;LOC123449142;LOC123446695;LOC123446696	XP_044982173.1;XP_044982174.1;XP_044982175.1;XP_044982176.1;XP_044982177.1;XP_044982178.1;XP_044982179.1;XP_044979189.1;XP_044979190.1	
51	Lignan	567092051	567653801	561750	Acetyltransf_1, Dimerisation, Dirigent, Methyltransf_2, p450	-	NC_058521.1	LOC123449591;LOC123447092;LOC123447093;LOC123449593;LOC123449592;LOC123449594;LOC123447094;LOC123449595;LOC123449596	XP_044982801.1;XP_044979596.1;XP_044979597.1;XP_044982804.1;XP_044982803.1;XP_044982805.1;XP_044979599.1;XP_044982806.1;XP_044982807.1	
52	Saccharide-Polyketide	569435284	569864800	429520	Chal_sti_synt_C, Glycos_transf_1, p450	-	NC_058521.1	LOC123449613;LOC123449612;LOC12344_2620;LOC12344_2621;LOC123449618;LOC123449615;LOC123449617;LOC123447111;LOC123449619;LOC123449620;LOC123447112;LOC123447113;LOC123449621	XP_044982831.1;XP_044982830.1;XP_044982828.1;XP_044982829.1;XP_044982834.1;XP_044982832.1;XP_044982833.1;XP_044979616.1;XP_044982835.1;XP_044982836.1;XP_044979617.1;XP_044979618.1;XP_044982837.1	
53	Alkaloid	598253930	598910061	656130	BBE, FAD_binding_4, Transferase, adh_short	-	NC_058521.1	LOC123447458;LOC123450888;LOC123447459;LOC123449928;LOC123449929;LOC123447461;LOC123447465;LOC123449930;LOC123447466;LOC123447467	XP_044979997.1;XP_044983870.1;XP_044979998.1;XP_044983232.1;XP_044983233.1;XP_044980000.1;XP_044980005.1;XP_044983234.1;XP_044980006.1;XP_044980007.1	
54	Saccharide	41190140	43127468	1937330	Abhydrolase_3, Aldo_ket_red, UDPGT_2, p450	flavonoid	NC_058522.1	LOC123395575;LOC12339_87;LOC12339_88;LOC12339_89;LOC12339_90;LOC12339_91;LOC12339_92;LOC12339_93;LOC123400108;LOC123395940;LOC123395633;LOC123396013;LOC123396363;LOC12339_94;LOC12339_95;LOC12339_96;LOC123395667;LOC123397282;LOC123397804;LOC123397522	XP_044946530.1;XP_044946526.1;XP_044946528.1;XP_044946529.1;XP_044946527.1;XP_044946523.1;XP_044946524.1;XP_044946525.1;XP_044950454.1;XP_044946898.1;XP_044946594.1;XP_044946975.1;XP_044947252.1;XP_044947254.1;XP_044947253.1;XP_044947255.1;XP_044946624.1;XP_044947827.1;XP_044948270.1;XP_044947984.1	
55	Saccharide	69129876	70546576	1416700	Abhydrolase_3, Glycos_transf_1, p450	-	NC_058522.1	LOC123395991;LOC123395361;LOC123395360;LOC123452810;LOC12339_130;LOC123397575;LOC123397577;LOC123395873;LOC123397879;LOC123400036;LOC123396574;LOC123397516	XP_044946949.1;XP_044946287.1;XP_044946286.1;XP_044985466.1;XP_044948048.1;XP_044948047.1;XP_044948049.1;XP_044946839.1;XP_044948333.1;XP_044950366.1;XP_044947408.1;XP_044947981.1	
56	Alkaloid	293693273	296967916	3274640	FAD_binding_4, HMGL-like, Str_synth, p450	-	NC_058522.1	LOC123399004;LOC12339_350;LOC12345_205;LOC123452547;LOC12339_356;LOC12339_355;LOC12339_354;LOC12339_353;LOC12339_351;LOC12339_352;LOC123399999;LOC12339_357;LOC12339_358;LOC123400001;LOC123395267;LOC123396733;LOC123452967;LOC123398903	XP_044949374.1;XP_044949375.1;XP_044985144.1;XP_044985145.1;XP_044950321.1;XP_044950323.1;XP_044950330.1;XP_044950322.1;XP_044950324.1;XP_044950325.1;XP_044950326.1;XP_044950328.1;XP_044950329.1;XP_044950331.1;XP_044946165.1;XP_044947518.1;XP_044985652.1;XP_044949285.1	
57	Saccharide	441775520	442394844	619320	Cellulose_synt, Transferase	-	NC_058522.1	LOC123398001;LOC12339_584;LOC123398002;LOC123398028;LOC123398320;LOC123398948	XP_044948445.1;XP_044948446.1;XP_044948447.1;XP_044948477.1;XP_044948737.1;XP_044949325.1	
58	Fatty_acid	459181058	460103680	922620	Abhydrolase_3, FA_desaturase_2, p450	-	NC_058522.1	LOC123396714;LOC123398628;LOC123396029;LOC123398630;LOC12339_604;LOC123398640;LOC12339_605;LOC123395372;LOC123397582;LOC123398658;LOC123398938	XP_044947502.1;XP_044949014.1;XP_044946994.1;XP_044949016.1;XP_044949017.1;XP_044949026.1;XP_044949027.1;XP_044946299.1;XP_044948054.1;XP_044949045.1;XP_044949316.1	
59	Saccharide	461737738	462910691	1172950	ADH_N, ADH_zinc_N, Abhydrolase_3, UDPGT_2, adh_short	flavonoid, oleananes	NC_058522.1	LOC123398729;LOC123398733;LOC12339_606;LOC123398734;LOC123395869;LOC123398738;LOC123398736;LOC123398737;LOC123397633;LOC123398741;LOC12339_607;LOC123398745;LOC123398743;LOC12339_608;LOC123399411;LOC123398754;LOC123399287;LOC123398755;LOC123398758;LOC123398756;LOC123398766;LOC123398765;LOC12339_609;LOC12339_610;LOC123451851;LOC123398773;LOC123398772;LOC123398776;LOC12339_611;LOC12339_612;LOC12339_613;LOC12339_614;LOC12339_615;LOC12339_616;LOC123398778;LOC123395607;LOC123395834;LOC123398781;LOC123398780;LOC12339_617	XP_044949115.1;XP_044949120.1;XP_044949122.1;XP_044949121.1;XP_044946836.1;XP_044949127.1;XP_044949125.1;XP_044949126.1;XP_044948103.1;XP_044949130.1;XP_044949131.1;XP_044949134.1;XP_044949132.1;XP_044949133.1;XP_044949761.1;XP_044949145.1;XP_044949639.1;XP_044949146.1;XP_044949148.1;XP_044949147.1;XP_044949158.1;XP_044949155.1;XP_044949156.1;XP_044949157.1;XP_044984329.1;XP_044949162.1;XP_044949161.1;XP_044949165.1;XP_044949166.1;XP_044949167.1;XP_044949168.1;XP_044949169.1;XP_044949170.1;XP_044949171.1;XP_044949172.1;XP_044946567.1;XP_044946804.1;XP_044949175.1;XP_044949173.1;XP_044949174.1	
60	Lignan	492458067	492789929	331860	3Beta_HSD, Dirigent, Epimerase	-	NC_058522.1	LOC123399925;LOC123399926;LOC123399927;LOC12339_738;LOC12339_739;LOC12339_740;LOC12339_741;LOC12339_742;LOC123399929;LOC123397000;LOC123399930;LOC123399747	XP_044950245.1;XP_044950247.1;XP_044950248.1;XP_044950249.1;XP_044950250.1;XP_044950251.1;XP_044950252.1;XP_044950253.1;XP_044950254.1;XP_044947658.1;XP_044950255.1;XP_044950069.1	
61	Saccharide	498248993	498509363	260370	Glycos_transf_2, UDPGT_2, p450	cyanogenic glucoside, monoterpenoid	NC_058522.1	LOC123397023;LOC123397031;LOC123397032;LOC123397043;LOC123400050;LOC12340_136;LOC123400051;LOC12340_137;LOC123400054;LOC12340_138;LOC123400052;LOC12340_139;LOC12340_140;LOC123400055	XP_044947675.1;XP_044947678.1;XP_044947679.1;XP_044947686.1;XP_044950378.1;XP_044950379.1;XP_044950380.1;XP_044950387.1;XP_044950384.1;XP_044950385.1;XP_044950381.1;XP_044950383.1;XP_044950382.1;XP_044950388.1	
62	Phenolamide-Alkaloid	506594350	506950737	356390	Orn_Arg_deC_N, Orn_DAP_Arg_deC, Transferase, p450	-	NC_058522.1	LOC123397687;LOC123398548;LOC123400213;LOC123397695;LOC123397696;LOC123397734	XP_044948160.1;XP_044948943.1;XP_044950575.1;XP_044948167.1;XP_044948168.1;XP_044948204.1	
63	Fatty_acid	515159639	516299511	1139870	AMP-binding, NAD_binding_1, Transferase, p450	-	NC_058522.1	LOC123451973;LOC123451977;LOC123452105;LOC123451980;LOC12345_296;LOC12345_297;LOC123451986;LOC12345_298;LOC123451981;LOC123451982;LOC123451985;LOC123395184;LOC123395195;LOC123451989;LOC123398032;LOC123397095;LOC123398037;LOC123398040;LOC123398041;LOC123398168;LOC123398167;LOC123398930;LOC123399338;LOC123397102;LOC123399036;LOC123398046	XP_044984479.1;XP_044984482.1;XP_044984625.1;XP_044984486.1;XP_044984487.1;XP_044984488.1;XP_044984492.1;XP_044984493.1;XP_044984489.1;XP_044984490.1;XP_044984491.1;XP_044946058.1;XP_044946074.1;XP_044984495.1;XP_044948481.1;XP_044947714.1;XP_044948485.1;XP_044948487.1;XP_044948488.1;XP_044948601.1;XP_044948600.1;XP_044949306.1;XP_044949690.1;XP_044947716.1;XP_044949401.1;XP_044948492.1	
64	Cyclopeptide	41410320	45591983	4181660	BURP	-	NC_058523.1	LOC123402530;LOC123404604;LOC123404605;LOC123406392;LOC123402520;LOC123403981;LOC123403982;LOC123402053;LOC123403283;LOC123401085;LOC123402473;LOC123401862;LOC123401863;LOC123404237;LOC123404710;LOC123404711;LOC123404495;LOC123406401;LOC123406107;LOC12340_305;LOC123403733;LOC123403732;LOC123403734;LOC123405035;LOC123402083;LOC123403999;LOC123402597;LOC12340_306;LOC12340_307;LOC12340_308;LOC12340_309;LOC12340_310;LOC123404206;LOC123402766;LOC123401583;LOC123405038;LOC123405039;LOC123405041;LOC123405042;LOC123402158;LOC123401478;LOC123401479;LOC123405258;LOC123405045;LOC123403188;LOC123406306	XP_044952391.1;XP_044954478.1;XP_044954479.1;XP_044955831.1;XP_044952376.1;XP_044953818.1;XP_044953819.1;XP_044951849.1;XP_044953172.1;XP_044950738.1;XP_044952331.1;XP_044951652.1;XP_044951653.1;XP_044954086.1;XP_044954590.1;XP_044954591.1;XP_044954362.1;XP_044955840.1;XP_044955529.1;XP_044955530.1;XP_044953581.1;XP_044953580.1;XP_044953583.1;XP_044954833.1;XP_044951883.1;XP_044953832.1;XP_044952458.1;XP_044952460.1;XP_044952463.1;XP_044952462.1;XP_044952464.1;XP_044952461.1;XP_044954060.1;XP_044952661.1;XP_044951347.1;XP_044954835.1;XP_044954836.1;XP_044954837.1;XP_044954838.1;XP_044951974.1;XP_044951236.1;XP_044951237.1;XP_044954951.1;XP_044954842.1;XP_044953076.1;XP_044955728.1	
65	Putative	114186112	115130220	944110	Acetyltransf_1, Epimerase, Methyltransf_11, p450	-	NC_058523.1	LOC123405188;LOC123402517;LOC123401158;LOC12340_434;LOC123405189;LOC123401265;LOC123401713;LOC123403367;LOC123403366	XP_044954913.1;XP_044952373.1;XP_044950825.1;XP_044950824.1;XP_044954914.1;XP_044950959.1;XP_044951503.1;XP_044953240.1;XP_044953239.1	
66	Saccharide-Polyketide	178835121	181331276	2496160	Chal_sti_synt_C, UDPGT_2, p450	flavonoid, oleananes	NC_058523.1	LOC123403020;LOC123401289;LOC123401343;LOC123405275;LOC123402382;LOC123405276;LOC123401830	XP_044952934.1;XP_044950998.1;XP_044951061.1;XP_044954960.1;XP_044952232.1;XP_044954962.1;XP_044951619.1	
67	Saccharide	461402475	462628757	1226280	Methyltransf_11, UDPGT_2, p450	-	NC_058523.1	LOC123402655;LOC123403055;LOC123406225;LOC123401430;LOC12340_961;LOC12340_962;LOC123402163;LOC123401982;LOC123402109;LOC123404304	XP_044952524.1;XP_044952963.1;XP_044955647.1;XP_044951174.1;XP_044951175.1;XP_044951176.1;XP_044951977.1;XP_044951781.1;XP_044951924.1;XP_044954164.1	
68	Polyketide	491032336	491668593	636260	Chal_sti_synt_C, Methyltransf_11	-	NC_058523.1	LOC123406388;LOC12340_1016;LOC123406390;LOC123406391;LOC123402079;LOC123401621;LOC123401976	XP_044955827.1;XP_044955828.1;XP_044955829.1;XP_044955830.1;XP_044951881.1;XP_044951391.1;XP_044951776.1	
69	Fatty_acid-Saccharide	505408555	506990746	1582190	FA_hydroxylase, Glycos_transf_1, Methyltransf_11, Peptidase_S10	-	NC_058523.1	LOC123406208;LOC123401833;LOC123403090;LOC123401180;LOC12340_1042;LOC123403651;LOC123404101;LOC123405690;LOC123404606;LOC123403415;LOC123405691;LOC123405692;LOC123405693;LOC123401542;LOC123402618;LOC123402490;LOC123404426;LOC12340_1043	XP_044955618.1;XP_044951622.1;XP_044952994.1;XP_044950848.1;XP_044950849.1;XP_044953503.1;XP_044953963.1;XP_044955220.1;XP_044954480.1;XP_044953283.1;XP_044955221.1;XP_044955222.1;XP_044955223.1;XP_044951304.1;XP_044952491.1;XP_044952347.1;XP_044954284.1;XP_044954283.1	
70	Saccharide	515128003	516040676	912670	Amino_oxidase, Methyltransf_11, UDPGT_2	cyanogenic glucoside-4, monoterpenoid-4	NC_058523.1	LOC123405715;LOC123403555;LOC12340_1057;LOC123402560;LOC123402169;LOC123404413;LOC123402894;LOC123403375;LOC123402859;LOC123404113;LOC123404114;LOC123402117;LOC123402317;LOC123402316	XP_044955236.1;XP_044953416.1;XP_044953415.1;XP_044952417.1;XP_044951982.1;XP_044954273.1;XP_044952796.1;XP_044953250.1;XP_044952756.1;XP_044953972.1;XP_044953973.1;XP_044951933.1;XP_044952155.1;XP_044952154.1	
71	Fatty_acid-Terpene	785536	983641	198100	FA_hydroxylase, Terpene_synth, Terpene_synth_C, Transferase	-	NC_058524.1	LOC123412401;LOC123407467;LOC123410465;LOC123412626;LOC123410177	XP_044961280.1;XP_044956535.1;XP_044959348.1;XP_044961512.1;XP_044959008.1	
72	Cyclopeptide	4515921	5404166	888250	BURP	-	NC_058524.1	LOC123407110;LOC123410594;LOC123410596;LOC123410390;LOC123413159;LOC123409820;LOC123409821;LOC123409823;LOC123407130;LOC123407721;LOC123412224;LOC123413130;LOC123411512;LOC123407146;LOC123410855;LOC123412750;LOC12341_110;LOC123407155;LOC123407158;LOC123407938;LOC123410733;LOC123410901;LOC123407262;LOC12340_1267;LOC123407261;LOC123408717;LOC123407939;LOC123411664;LOC123411728;LOC123412581;LOC123407773;LOC123408471;LOC123411686;LOC123411685;LOC123411472;LOC123413194;LOC123407944;LOC12341_112;LOC123411324;LOC12341_111;LOC123412509;LOC12341_113;LOC12341_114;LOC123408826;LOC12340_1268;LOC12340_1269;LOC123413669	XP_044956095.1;XP_044959473.1;XP_044959474.1;XP_044959263.1;XP_044962046.1;XP_044958628.1;XP_044958629.1;XP_044958630.1;XP_044956131.1;XP_044956851.1;XP_044961099.1;XP_044962020.1;XP_044960410.1;XP_044956152.1;XP_044959725.1;XP_044961622.1;XP_044961621.1;XP_044956160.1;XP_044956162.1;XP_044957123.1;XP_044959606.1;XP_044959763.1;XP_044956295.1;XP_044956294.1;XP_044956293.1;XP_044957703.1;XP_044957124.1;XP_044960565.1;XP_044960625.1;XP_044961466.1;XP_044956917.1;XP_044957509.1;XP_044960585.1;XP_044960584.1;XP_044960355.1;XP_044962079.1;XP_044957127.1;XP_044960195.1;XP_044960194.1;XP_044960193.1;XP_044961395.1;XP_044961396.1;XP_044961398.1;XP_044957801.1;XP_044957802.1;XP_044957805.1;XP_044962541.1	
73	Saccharide-Polyketide	9919862	10535592	615730	Chal_sti_synt_C, Glycos_transf_1, Methyltransf_7, p450	-	NC_058524.1	LOC123410800;LOC123413598;LOC123413600;LOC123413599;LOC123407998;LOC123413596;LOC123413601;LOC123408227;LOC123411920;LOC123411921;LOC123408002;LOC123412694;LOC123410469;LOC123410468;LOC123411490;LOC123412337	XP_044959676.1;XP_044962469.1;XP_044962472.1;XP_044962470.1;XP_044957169.1;XP_044962468.1;XP_044962473.1;XP_044957319.1;XP_044960811.1;XP_044960812.1;XP_044957173.1;XP_044961570.1;XP_044959352.1;XP_044959351.1;XP_044960384.1;XP_044961228.1	
74	Polyketide	13447852	13757905	310050	2OG-FeII_Oxy, Abhydrolase_3, Chal_sti_synt_C, Chal_sti_synt_N, DIOX_N	-	NC_058524.1	LOC123408032;LOC123412620;LOC123409231;LOC123409232;LOC123408033;LOC123413297;LOC123408035;LOC123409791;LOC123409790;LOC123412361;LOC123408036;LOC123411138	XP_044957186.1;XP_044961504.1;XP_044958122.1;XP_044958123.1;XP_044957187.1;XP_044962173.1;XP_044957188.1;XP_044958597.1;XP_044958596.1;XP_044961246.1;XP_044957189.1;XP_044960003.1	
75	Saccharide	14870795	15304682	433890	2OG-FeII_Oxy, DIOX_N, Transferase, UDPGT_2	cyanogenic glucoside-3, monoterpenoid-3	NC_058524.1	LOC123410391;LOC123410922;LOC12341_132;LOC123409846;LOC123411169;LOC123410426;LOC12341_133;LOC123410703;LOC123410951;LOC123412875;LOC12341_134;LOC12341_135;LOC123411873;LOC123410276	XP_044959264.1;XP_044959783.1;XP_044959784.1;XP_044958652.1;XP_044960044.1;XP_044959302.1;XP_044959303.1;XP_044959576.1;XP_044959808.1;XP_044961770.1;XP_044961772.1;XP_044961769.1;XP_044960766.1;XP_044959120.1	
76	Saccharide	26140708	26650318	509610	Dimerisation, Methyltransf_2, UDPGT_2, p450	*saccharide	NC_058524.1	LOC123408094;LOC12340_1284;LOC12340_1285;LOC123408093;LOC123408092;LOC123411022;LOC123409937;LOC123413101;LOC123413102;LOC123412007;LOC123410368	XP_044957223.1;XP_044957225.1;XP_044957226.1;XP_044957222.1;XP_044957221.1;XP_044959872.1;XP_044958741.1;XP_044961985.1;XP_044961986.1;XP_044960898.1;XP_044959238.1	
77	Cyclopeptide	26348464	27638848	1290380	BURP, UDPGT_2, p450	saccharide	NC_058524.1	LOC123409937;LOC123413101;LOC123413102;LOC123412007;LOC123410368;LOC123410074;LOC123410891;LOC123408661;LOC123407777;LOC12340_1286;LOC12340_1287;LOC123407779;LOC123412697;LOC12341_153;LOC12340_1289;LOC123409284;LOC12340_1288;LOC123411909;LOC123411618;LOC123407656;LOC123406988;LOC12340_1290;LOC123409760;LOC123410672;LOC123409813;LOC123407054;LOC12340_1291;LOC123408096;LOC123407023;LOC12340_1292;LOC12340_1293;LOC123412539;LOC123412026;LOC12341_154;LOC12341_155;LOC123409672	XP_044958741.1;XP_044961985.1;XP_044961986.1;XP_044960898.1;XP_044959238.1;XP_044958897.1;XP_044959753.1;XP_044957654.1;XP_044956926.1;XP_044956927.1;XP_044956928.1;XP_044956929.1;XP_044961572.1;XP_044961573.1;XP_044958164.1;XP_044958162.1;XP_044958163.1;XP_044960800.1;XP_044960519.1;XP_044956777.1;XP_044955945.1;XP_044955944.1;XP_044958560.1;XP_044959549.1;XP_044958620.1;XP_044956025.1;XP_044956026.1;XP_044957227.1;XP_044955988.1;XP_044955989.1;XP_044955990.1;XP_044961420.1;XP_044960917.1;XP_044960916.1;XP_044960915.1;XP_044958477.1	
78	Putative	32217351	32598043	380690	Epimerase, Transferase, p450	-	NC_058524.1	LOC123407422;LOC123407419;LOC123407421;LOC123407424;LOC123407420;LOC123411170;LOC123408135;LOC123410406;LOC123410979;LOC123410820;LOC123412493;LOC123411597;LOC123408137;LOC123408138;LOC123408139;LOC123411040;LOC123412868	XP_044956490.1;XP_044956487.1;XP_044956489.1;XP_044956491.1;XP_044956488.1;XP_044960045.1;XP_044957254.1;XP_044959280.1;XP_044959834.1;XP_044959695.1;XP_044961373.1;XP_044960499.1;XP_044957257.1;XP_044957258.1;XP_044957259.1;XP_044959897.1;XP_044961758.1	
79	Fatty_acid-Saccharide-Polyketide	34032068	34867085	835020	CER1-like_C, Chal_sti_synt_C, Chal_sti_synt_N, Epimerase, FA_hydroxylase, Methyltransf_11, UDPGT_2, adh_short	-	NC_058524.1	LOC123408150;LOC123412621;LOC123413451;LOC123413453;LOC123412622;LOC12341_190;LOC123412349;LOC123408152;LOC12340_1307;LOC123407488;LOC123407486;LOC123408649;LOC12340_1308;LOC123409739;LOC123412029;LOC123408153;LOC123408154;LOC123408156;LOC123407089;LOC123412817	XP_044957265.1;XP_044961505.1;XP_044962325.1;XP_044962327.1;XP_044961507.1;XP_044961506.1;XP_044961235.1;XP_044957266.1;XP_044956564.1;XP_044956563.1;XP_044956562.1;XP_044957641.1;XP_044957642.1;XP_044958535.1;XP_044960924.1;XP_044957267.1;XP_044957268.1;XP_044957269.1;XP_044956065.1;XP_044961699.1	
80	Polyketide	41778548	42011136	232590	AMP-binding, Chal_sti_synt_C, Chal_sti_synt_N, adh_short	-	NC_058524.1	LOC123408534;LOC123407459;LOC123408196;LOC123407458;LOC123412127;LOC123412108;LOC123412676	XP_044957556.1;XP_044956528.1;XP_044957299.1;XP_044956527.1;XP_044961009.1;XP_044960988.1;XP_044961556.1	
81	Lignan	46064847	46149065	84220	Dirigent, Transferase	-	NC_058524.1	LOC123408223;LOC123412935;LOC123412431;LOC123411693;LOC123411431	XP_044957317.1;XP_044961829.1;XP_044961313.1;XP_044960590.1;XP_044960305.1	
82	Putative	60352330	61266771	914440	Transferase, adh_short_C2	-	NC_058524.1	LOC123409667;LOC123410249;LOC123408968;LOC123410343;LOC123413350;LOC123408277;LOC123410442	XP_044958472.1;XP_044959094.1;XP_044957919.1;XP_044959207.1;XP_044962226.1;XP_044957358.1;XP_044959324.1	
83	Saccharide-Polyketide	61568858	61963989	395130	Chal_sti_synt_C, Peptidase_S10, UDPGT_2	-	NC_058524.1	LOC123412042;LOC123410410;LOC123412937;LOC123408829;LOC123407247;LOC12340_1339;LOC12340_1340;LOC123413161;LOC123410283	XP_044960935.1;XP_044959285.1;XP_044961832.1;XP_044957807.1;XP_044956273.1;XP_044956274.1;XP_044956275.1;XP_044962047.1;XP_044959125.1	
84	Saccharide	63729265	64200965	471700	UDPGT, p450	flavonoid	NC_058524.1	LOC123411161;LOC123411160;LOC123411528;LOC123411312;LOC123411257	XP_044960030.1;XP_044960029.1;XP_044960429.1;XP_044960177.1;XP_044960127.1	
85	Saccharide-Terpene	93985723	94992970	1007250	Glycos_transf_1, Glycos_transf_2, PRISE, UDPGT_2	*oleananes, flavonoid	NC_058524.1	LOC123412130;LOC123411370;LOC123408378;LOC123411676;LOC12341_268;LOC123411112;LOC123411111;LOC123413053;LOC123407853;LOC123408782;LOC123410802;LOC123412416	XP_044961012.1;XP_044960239.1;XP_044957436.1;XP_044960574.1;XP_044960573.1;XP_044959977.1;XP_044959976.1;XP_044961931.1;XP_044957016.1;XP_044957759.1;XP_044959678.1;XP_044961291.1	
86	Fatty_acid	102707934	103585145	877210	Aldo_ket_red, FA_desaturase_2, Methyltransf_7	-	NC_058524.1	LOC123410223;LOC123410016;LOC12341_280;LOC12341_281;LOC123409717;LOC123412818;LOC123413452;LOC123410794;LOC12341_282;LOC123410281;LOC123408406;LOC123413125;LOC123413126;LOC123413127;LOC123413128	XP_044959065.1;XP_044958819.1;XP_044958820.1;XP_044958821.1;XP_044958513.1;XP_044961700.1;XP_044962326.1;XP_044959668.1;XP_044959669.1;XP_044959123.1;XP_044957456.1;XP_044962016.1;XP_044962017.1;XP_044962018.1;XP_044962019.1	
87	Saccharide	475478163	476611698	1133540	Aminotran_3, Dimerisation, Methyltransf_2, UDPGT_2	flavonoid-2	NC_058524.1	LOC123410642;LOC123412713;LOC123412716;LOC12341_557;LOC12341_558;LOC123412714;LOC123413507;LOC123413508;LOC123411746;LOC123409533;LOC12340_1649;LOC123409532	XP_044959520.1;XP_044961587.1;XP_044961589.1;XP_044961591.1;XP_044961590.1;XP_044961588.1;XP_044962376.1;XP_044962377.1;XP_044960646.1;XP_044958338.1;XP_044958337.1;XP_044958336.1	
88	Saccharide	488700269	488933444	233180	Cellulose_synt, p450	-	NC_058524.1	LOC123409132;LOC123409134;LOC123413561;LOC123410240;LOC123410239	XP_044958043.1;XP_044958045.1;XP_044962427.1;XP_044959085.1;XP_044959084.1	
89	Polyketide	489770582	491199884	1429300	Chal_sti_synt_C, p450	-	NC_058524.1	LOC123408749;LOC123410015;LOC123407310;LOC123413342;LOC123413341;LOC12341_569;LOC12341_570;LOC123412280;LOC123407515;LOC12340_1664	XP_044957731.1;XP_044958817.1;XP_044956349.1;XP_044962222.1;XP_044962218.1;XP_044962220.1;XP_044962221.1;XP_044961164.1;XP_044956598.1;XP_044956599.1	
90	Fatty_acid-Saccharide	493804643	496672810	2868170	ECH_2, Transferase, UDPGT_2, adh_short_C2	flavonoid	NC_058524.1	LOC123407435;LOC123407434;LOC123412053;LOC123410318;LOC123409916;LOC123410064;LOC123412856;LOC123409153;LOC123407481;LOC12340_1665;LOC12340_1666;LOC123408064;LOC123410746;LOC123407454	XP_044956504.1;XP_044956503.1;XP_044960942.1;XP_044959182.1;XP_044958724.1;XP_044958888.1;XP_044961737.1;XP_044958061.1;XP_044956553.1;XP_044956555.1;XP_044956552.1;XP_044957204.1;XP_044959622.1;XP_044956525.1	
91	Alkaloid	520192281	521233916	1041630	Aminotran_1_2, BBE, FAD_binding_4	-	NC_058524.1	LOC123408926;LOC123411684;LOC123413019;LOC123409696;LOC123411150;LOC123409363;LOC123411227;LOC123407824;LOC123412692;LOC123409841	XP_044957889.1;XP_044960583.1;XP_044961898.1;XP_044958495.1;XP_044960021.1;XP_044958224.1;XP_044960100.1;XP_044956986.1;XP_044961569.1;XP_044958647.1	
92	Saccharide	583486707	584171204	684500	2OG-FeII_Oxy, DIOX_N, Epimerase, Glyco_hydro_1, Methyltransf_11, UDPGT_2, p450	flavonoid	NC_058524.1	LOC123409385;LOC123411079;LOC123411086;LOC123408113;LOC12340_1783;LOC123407734;LOC123407735;LOC123409878;LOC123410532;LOC123411002;LOC123411558;LOC123409386;LOC123412615;LOC123413277	XP_044958243.1;XP_044959934.1;XP_044959942.1;XP_044957237.1;XP_044956868.1;XP_044956867.1;XP_044956870.1;XP_044958683.1;XP_044959415.1;XP_044959855.1;XP_044960459.1;XP_044958244.1;XP_044961500.1;XP_044962149.1	
93	Saccharide	603921066	604066784	145720	Transferase, UDPGT_2, p450	cytokinin-2	NC_058524.1	LOC123410201;LOC123410202;LOC123412859;LOC123410786;LOC12341_765;LOC123412582;LOC123413554;LOC123409466;LOC123412396	XP_044959034.1;XP_044959035.1;XP_044961739.1;XP_044959661.1;XP_044959660.1;XP_044961467.1;XP_044962419.1;XP_044958294.1;XP_044961274.1	
94	Lignan	617668686	617977220	308530	2OG-FeII_Oxy, DIOX_N, Dirigent, adh_short	-	NC_058524.1	LOC123410944;LOC123410807;LOC123409989;LOC123409550;LOC123407395;LOC123409551;LOC123410418;LOC123413659;LOC123412908;LOC123410170;LOC123408868	XP_044959803.1;XP_044959683.1;XP_044958795.1;XP_044958356.1;XP_044956455.1;XP_044958358.1;XP_044959293.1;XP_044962534.1;XP_044961805.1;XP_044959002.1;XP_044957839.1	
95	Lignan-Mate-Saccharide	626423874	626621388	197510	Cellulose_synt, Dirigent, MatE, UDPGT_2	-	NC_058524.1	LOC123409782;LOC123410752;LOC123413168;LOC123409619;LOC123412197;LOC123410252;LOC123413093;LOC123412185;LOC123411917	XP_044958586.1;XP_044959629.1;XP_044962051.1;XP_044958416.1;XP_044961076.1;XP_044959097.1;XP_044961974.1;XP_044961061.1;XP_044960807.1	
