potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
36	Saccharide	62390105	62501619	111510	AMP-binding, Cellulose_synt, oMT, p450	-	NC_090807.1	LOC101255322;BBR_BPC3;LOC101257397;LRGB;LOC101255909;LOC101249476;LOC101249747;LOC10124_2714;LOC10124_2715;LOC101247244;LOC101264659;TMT;TMT_1;LOC101250616;LOC10125_3747;LOC10125_3748;LOC10125_3749	XP_004245935.1;NP_001266119.1;XP_004245943.1;NP_001352605.1;XP_004245937.1;XP_004245915.1;XP_069144659.1;XP_004245916.1;XP_010325578.1;XP_004245996.2;XP_010325577.1;NP_001298117.1;NP_001233814.1;XP_004245919.1;XP_010325574.1;XP_025888165.1;XP_069144660.1	
37	Alkaloid	65032200	65126269	94070	Cu_amine_oxid, Epimerase, p450	-	NC_090807.1	LOC101268127;CYP706C2;LOC101267547;LOC101267256;LOC10126_3258;LOC10126_3259;LOC10126_3260;LOC101248034;LOC101247743;LOC101247452;LOC101247150;LOC101246558;LOC101246273;LOC101245978;LOC112942072;LOC101266963;cuAO;LOC101266358;LOC101266058	XP_004245722.1;XP_004245721.1;XP_004245720.2;XP_010325460.2;XP_010325461.2;XP_010325462.2;XP_025888201.2;XP_004246147.2;XP_010325459.1;XP_004246145.1;XP_004246144.1;XP_004246143.1;XP_004246142.1;XP_004246141.1;XP_025888432.1;XP_004245718.1;NP_001296994.1;XP_004245716.2;XP_004245715.1	
38	Saccharide	2847985	2964566	116580	2OG-FeII_Oxy, ERG4_ERG24, Glycos_transf_2	-	NC_090808.1	LOC10126_3588;LOC10126_3587;LOC101267741;LOC10126_3586;LOC138338654;ACO3_1;ACO3;NSGT1;LOC138338122;LOC13833_100;LOC138338123;LOC138338124;LOC101248661;LOC101258697	XP_069145042.1;XP_010326750.1;XP_019071006.1;XP_019071007.1;XP_069145733.1;NP_001296151.1;NP_001296142.1;NP_001316389.1;XP_069144883.1;XP_069144885.1;XP_069144884.1;XP_069144886.1;XP_069144887.1;XP_004247918.1	
39	Alkaloid	58331775	58567712	235940	ADH_N, ADH_zinc_N, Epimerase, Pyridoxal_deC	-	NC_090808.1	LOC101256523;CHS1;LOC101268804;LOC101257111;LOC101256808;SAMT;LOC10125_4251;LOC101258005;LOC101257707;LOC10125_4252;LOC10125_4253;LOC101257407	XP_004247830.1;NP_001234033.2;XP_004247949.1;XP_004247832.1;XP_004247831.1;NP_001234809.1;XP_025888786.1;XP_004247835.1;XP_004247834.1;XP_010326815.1;XP_025888785.1;XP_004247833.1	
40	Saccharide	66729174	66808081	78910	2OG-FeII_Oxy, Cellulose_synt, DIOX_N, UDPGT_2	*saccharide-2, oleananes-3	NC_090808.1	LOC101249583;LOC101250161;LOC101249020;LOC101249304;TPS14;LOC101250740;UGT75C1;LOC101249961;LOC10124_2945	XP_004247891.1;XP_004247893.1;NP_001316511.1;XP_004247890.2;NP_001318113.1;XP_004247895.2;NP_001348274.1;XP_004247969.2;XP_010326871.1	
41	Polyketide	68246929	68316431	69500	Chal_sti_synt_C, Chal_sti_synt_N, Methyltransf_7, SE	-	NC_090808.1	LOC101245195;LOC112942132;LOC101244896;LOC10124_2811;PGH1;LOC101244607;HYD2;DML1;CTR3_1;CTR3;HSFA3;LOC101264055;LOC101244024	XP_004246568.1;XP_025888627.1;XP_010325939.2;XP_010325940.2;NP_001234080.1;XP_004246566.1;NP_001238799.2;XP_010325938.1;XP_025888482.1;NP_001234454.1;NP_001234854.1;XP_025888666.1;XP_004246564.1	
42	Saccharide-Terpene	68983150	69031293	48140	AMP-binding, Terpene_synth, Terpene_synth_C, UDPGT_2	flavonoid-2	NC_090808.1	ADH3;LOC101244029;LOC101254939;LOC10125_4104;LOC10125_4105;LOC101244707;ABCC8;LOC101245288;LOC101245582	NP_001238796.1;NP_001306177.1;XP_010326341.1;XP_010326340.1;XP_010326339.1;XP_010326342.1;XP_004247127.1;NP_001334087.1;XP_004247129.1	
43	Saccharide	3912530	4003415	90890	3Beta_HSD, Epimerase, UDPGT_2	small phenolic	NC_090809.1	LOC101252826;LOC101252533;LOC10125_4362;LOC101251933;LOC101263251;LOC101262961;LOC101251337;LOC10125_4363;LOC101251041	XP_004248454.1;XP_069146260.1;XP_025883600.1;XP_010327005.1;XP_004248079.1;XP_004248078.3;XP_010327004.1;XP_004248451.1;XP_004248450.2	
44	Saccharide	62401873	62447845	45970	Methyltransf_11, UDPGT_2, p450	flavonoid	NC_090809.1	LOC101259007;LOC10125_4597;LOC101243945;LOC101259495;LOC101259795;LOC101260093;LOC101244243	XP_019071590.1;XP_019071591.1;XP_004249782.2;XP_069146444.1;XP_004249446.1;XP_004249447.1;XP_004249783.2	
45	Saccharide	63594096	63662687	68590	2OG-FeII_Oxy, DIOX_N, Glycos_transf_1, Prenyltransf	-	NC_090809.1	LOC101250647;LOC101249508;LOC112940090;LOC101256934;LOC101243841;LOC101249721;CPT4;CPT4_1;LOC101263955;LOC101257230;LOC101262577;LOC101246681	XP_004249583.1;XP_004249580.1;XP_025883466.2;XP_004249819.1;XP_004249646.1;XP_069146390.1;XP_069145756.1;NP_001304726.1;XP_004249628.1;XP_004249820.1;XP_004249623.1;XP_004249657.2	
46	Mate	63687094	63787519	100420	Bet_v_1, MatE, UDPGT_2, adh_short_C2	cytokinin-4	NC_090809.1	LOC101256537;UGT76E1;LOC101258117;LOC101258425;LOC101268240;LOC101258018;LOC101248154;LOC101250944;LOC101257124;LOC101248929;LOC10124_3116;LOC101255350;LOC101258714;LOC101260886;LOC101245216;LOC10124_3117;LOC101268046	XP_004249602.1;NP_001348276.1;XP_069146189.1;XP_004249823.4;XP_004249643.3;XP_004249607.1;NP_001310886.1;XP_004249671.1;XP_004249604.1;XP_010312309.1;XP_069146190.1;XP_004249685.1;XP_004249824.2;XP_004249617.4;XP_010312311.1;XP_004249651.1;XP_004249555.1	
47	Saccharide	64059054	64112569	53520	Epimerase, Methyltransf_2, UDPGT_2	flavonoid-3, oleananes-3	NC_090809.1	LOC101261084;LOC101244918;LOC101260288;LOC101261380;LOC101261675;UGT73C4;LOC138338973;LOC101266884;LOC101257718;LOC10125_4627;LOC10125_4628;LOC10125_4629;LOC101251834;LOC10125_4625;LOC10125_4626	XP_010312332.1;XP_004249650.1;XP_010312333.1;XP_004249831.1;XP_004249620.1;NP_001348277.1;XP_069146183.1;XP_004249638.1;XP_069146421.1;XP_019071727.1;XP_069146312.1;XP_010312335.1;XP_069146313.1;XP_004249674.1;XP_010312336.1	
48	Saccharide	64241743	64299429	57690	Lyase_aromatic, Oxidored_FMN, Thr_dehydrat_C, UDPGT_2	-	NC_090809.1	LOC101262272;LOC10126_3953;LOC101255645;LOC138339169;LOC104644402;LOC101243656;LOC101251530;LOC104644403;LOC101263654;OPR1;LOC101261977;MYB75	XP_019071616.1;XP_004249834.1;XP_010312344.1;XP_069146636.1;XP_010312345.1;XP_004249558.1;XP_004249586.1;XP_010312346.1;XP_004249627.1;NP_001234781.1;XP_004249621.1;NP_001265992.1	
49	Fatty_acid-Saccharide	3390666	3494945	104280	FA_desaturase_2, Glyco_hydro_1, Transferase	-	NC_090810.1	LOC101249417;LOC101249696;LOC101249977;LOC101250265;LOC101250561;LOC101250852;LOC101251141;LOC101251434;LOC101251735;LOC10125_4698;LOC101252038;LOC10125_4699;LOC10125_4700;LOC10125_4701;LOC10125_4702;LOC10125_4703;LOC10125_4704;LOC10125_4705;LOC10125_4706;LOC10125_4707;LOC10125_4708;LOC10125_4709;LOC10125_4710;LOC10125_4711;LOC10125_4712;LOC10125_4713;LOC10125_4714;LOC10125_4715;LOC101252346;LOC10125_4716;LOC10125_4717;LOC10125_4718	XP_004250073.1;XP_004250074.1;XP_004250075.1;XP_004250076.1;XP_004250077.1;XP_004250078.1;XP_004250079.1;XP_004250080.1;XP_004250081.1;XP_069147669.1;XP_025884182.1;XP_069147678.1;XP_069147670.1;XP_069147671.1;XP_004250082.1;XP_010312612.1;XP_010312613.1;XP_010312614.1;XP_069147675.1;XP_010312616.1;XP_069147672.1;XP_069147673.1;XP_069147674.1;XP_010312615.1;XP_069147676.1;XP_069147677.1;XP_069147679.1;XP_025884183.1;XP_069147668.1;XP_004250083.1;XP_010312619.1;XP_010312620.1	
50	Saccharide	57801183	57926297	125110	Epimerase, Transferase, UDPGT_2	alkaloid-2, cytokinin-2	NC_090810.1	LOC101267087;LOC101267379;LOC101267678;LOC10126_4251;LOC101267965;LOC101268254;LOC101268547;LOC101268839;LOC101243861;LOC101266485;LOC138339550;LOC13833_121;LOC101244155;LOC10124_3273	XP_004250997.1;XP_004250998.1;XP_004250999.1;XP_010313318.1;XP_004251000.1;XP_004251001.1;XP_004251002.1;XP_004251003.1;NP_001316398.1;XP_010313319.1;XP_069147453.1;XP_069147452.1;NP_001296729.1;XP_069146784.1	
51	Mate-Saccharide	1227911	1367830	139920	2OG-FeII_Oxy, Amino_oxidase, Aminotran_3, DIOX_N, Epimerase, MatE, Transferase, UDPGT_2, p450	flavonoid	NC_090811.1	LOC138340680;LOC101259710;ASAT1;ARF6A;ARF6A_1;ARF6a;ARF6a_1;ARF6a_2;LOC101260207;LOC101260014;ODD;LOC10126_4337;LOC101260513;LOC101260608;LOC10126_4338;LOC101260901;LOC101261197;GABA-TP3_1;GABA-TP3;GAME4;GABA-TP2	XP_069148705.1;XP_004251555.1;NP_001316332.1;XP_069148744.1;XP_069148743.1;XP_069147904.1;XP_069147905.1;NP_001234663.1;XP_004252047.2;XP_004251556.1;NP_001234624.1;XP_069148471.1;XP_019066989.3;XP_004251557.1;XP_010313689.1;XP_004251558.2;XP_004251559.1;XP_019066820.2;NP_001233777.2;NP_001352903.1;NP_001234340.2	
52	Fatty_acid	62330110	62489428	159320	FA_desaturase, adh_short, p450	-	NC_090811.1	LOC101262191;LOC138340499;LOC101258546;LOC101262495;LOC10126_4535;LOC10126_4536;LOC101254669;LOC101255178;LOC138340500;LOC138340572;LOC101251459;LOC138340591;SLFAD2-7;LOC101255774;LOC109119138	XP_069148567.1;XP_069148326.1;XP_069148327.1;XP_069148569.1;XP_069148570.1;XP_069148568.1;XP_004252382.2;XP_010314314.1;XP_069148328.1;XP_069148539.1;XP_004253409.2;XP_069148571.1;XP_004252384.1;XP_025884407.2;XP_019067011.3	
53	Polyketide	64893605	65040277	146670	Abhydrolase_3, Chal_sti_synt_C, adh_short_C2	-	NC_090811.1	LOC138340521;LOC138340707;LOC138340522;LOC138340562;LOC138340523;LOC138340627;LOC101257748;LOC101257450;LOC101255567;LOC101255277;RES;LOC138340581	XP_069148350.1;XP_069148746.1;XP_069148351.1;XP_069148498.1;XP_069148352.1;XP_069148649.1;XP_004252564.2;XP_004252563.1;XP_004252637.3;XP_004252636.2;XP_004252562.1;XP_069148555.1	
54	Saccharide	65861160	65938704	77540	Glycos_transf_2, Peptidase_S10, Transferase	-	NC_090811.1	LOC101254178;LOC10125_5314;LOC101254463;LOC138340529;LOC138340530;LOC101253984;LOC10125_5315;LOC112940472;LOC101254771	XP_004252733.1;XP_010314599.1;XP_004252734.1;XP_069148359.1;XP_069148360.1;XP_069148549.1;XP_069148550.1;XP_025884470.1;XP_004252735.1	
55	Saccharide	67738007	67834780	96770	ADH_N, ADH_N_2, ADH_zinc_N, Acetyltransf_1, Transferase, UDPGT_2	carboxyl-2, hydroxycinnamate	NC_090811.1	TAPG4;LOC101248372;LOC101248087;LOC101247598;LOC101247305;LOC101267215;LOC101247004;LOC10124_3542;LOC10124_3543;LOC101246701;LOC101246409;LOC101266920;LOC138340533;LOC101246119;LOC101245829;LOC101245532;LOC101266616	NP_001233917.2;XP_004253034.1;XP_004253033.1;XP_004253031.1;XP_004253030.1;XP_004253179.1;XP_069148917.1;XP_010314779.1;XP_010314780.1;XP_004253028.2;XP_004253027.1;XP_010314778.1;XP_069148365.1;XP_019066990.2;NP_001333766.1;XP_004253024.1;XP_004253177.1	
56	Lignan-Polyketide	67924936	68001431	76500	Aldo_ket_red, Chal_sti_synt_C, Chal_sti_synt_N, Dirigent	-	NC_090811.1	LOC101265716;LOC101266404;LOC138340534;LOC101266107;LOC101265417;LOC10126_4636;LOC109119116;LOC101265809;LOC104645225;LOC109119172;LOC101265522;LOC101265115;LOC10126_4637;LOC10126_4638;LOC10126_4639	XP_010314767.1;XP_004253009.1;XP_069148366.1;XP_010314857.1;XP_019066855.1;XP_025884495.1;XP_019066986.1;XP_004253007.1;XP_010314856.1;XP_019067032.1;XP_004253006.1;XP_025884271.1;XP_069148453.1;XP_004253172.1;XP_010314764.1	
57	Fatty_acid	69236646	69278257	41610	CER1-like_C, FA_desaturase, FA_hydroxylase, adh_short, p450	-	NC_090811.1	LOC101245443;LOC101248371;LOC138340542;LOC138340543;LOC101248657;LOC109119181;LOC101268663;LOC138340544;LOC101268370;LOC101268081;LOC10126_4667	XP_004252851.1;XP_019067123.1;XP_069148426.1;XP_069148427.1;XP_004252862.2;XP_069148429.1;XP_004252845.2;XP_069148428.1;XP_004252844.2;XP_004252843.1;XP_010314671.1	
