potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
36	Fatty_acid-Alkaloid	3275812	3333713	57900	BBE, FAD_binding_4, FA_hydroxylase	-	NC_080044.1	LOC130714762;LOC130714768;LOC130714154;LOC130710289;LOC130710288;LOC13071_353;LOC13071_355;LOC13071_354;LOC130710287	XP_057420691.1;XP_057420697.1;XP_057420033.1;XP_057415480.1;XP_057415478.1;XP_057415477.1;XP_057415476.1;XP_057415479.1;XP_057415475.1	
37	Terpene	5062272	5269034	206760	Aldo_ket_red, Aminotran_1_2, SE, Terpene_synth, Terpene_synth_C, Transferase, p450	-	NC_080044.1	LOC130711302;LOC13071_410;LOC130714517;LOC13071_411;LOC130710955;LOC130710954;LOC13071_412;LOC130710515;LOC130712164;LOC130711345;LOC130711344;LOC130714787;LOC130709909;LOC130713852;LOC130715763;LOC130711310;LOC130712679;LOC13071_413;LOC130711207;LOC13071_414;LOC130711206;LOC130714047;LOC130714655;LOC130714654	XP_057416840.1;XP_057416841.1;XP_057420398.1;XP_057416339.1;XP_057416340.1;XP_057416337.1;XP_057416338.1;XP_057415794.1;XP_057417986.1;XP_057416902.1;XP_057416901.1;XP_057420718.1;XP_057415022.1;XP_057419649.1;XP_057421867.1;XP_057416852.1;XP_057418482.1;XP_057418481.1;XP_057416709.1;XP_057416710.1;XP_057416708.1;XP_057419885.1;XP_057420559.1;XP_057420558.1	
38	Lignan	8825816	8959972	134160	2OG-FeII_Oxy, DIOX_N, Dirigent, p450	-	NC_080044.1	LOC130715002;LOC130711098;LOC130711099;LOC13071_490;LOC13071_491;LOC130715479;LOC130714968;LOC130712239;LOC130714663;LOC13071_492;LOC130712240;LOC130716285;LOC130716286;LOC130714677;LOC130713818;LOC130710234	XP_057420971.1;XP_057416542.1;XP_057416544.1;XP_057416545.1;XP_057416546.1;XP_057421568.1;XP_057420937.1;XP_057418055.1;XP_057420568.1;XP_057420569.1;XP_057418056.1;XP_057422477.1;XP_057422478.1;XP_057420583.1;XP_057419611.1;XP_057415410.1	
39	Lignan	70985103	71057639	72540	Acetyltransf_1, Dirigent, p450	-	NC_080044.1	LOC130711635;LOC130715095;LOC130711999;LOC130714133;LOC130713283;LOC130715445;LOC130715651;LOC130715555;LOC130715252	XP_057417319.1;XP_057421118.1;XP_057417800.1;XP_057420009.1;XP_057419043.1;XP_057421526.1;XP_057421752.1;XP_057421654.1;XP_057421314.1	
40	Saccharide	71288823	71330573	41750	2OG-FeII_Oxy, DIOX_N, Glyco_hydro_1, Peptidase_S10	-	NC_080044.1	LOC130713005;LOC130713756;LOC130714999;LOC130713504;LOC130715261;LOC130710095;LOC130710094	XP_057418796.1;XP_057419534.1;XP_057420969.1;XP_057419254.1;XP_057421323.1;XP_057415234.1;XP_057415233.1	
41	Saccharide	73148275	73210024	61750	Glyco_hydro_1, adh_short_C2, p450	-	NC_080044.1	LOC130716064;LOC130716063;LOC130716061;LOC13071_1495;LOC130715415;LOC130710278;LOC13071_1496;LOC130710277;LOC13071_1498;LOC13071_1497;LOC130715065;LOC130709939;LOC13071_1499;LOC130715292	XP_057422233.1;XP_057422232.1;XP_057422229.1;XP_057422230.1;XP_057421496.1;XP_057415463.1;XP_057415462.1;XP_057415461.1;XP_057421048.1;XP_057421047.1;XP_057421046.1;XP_057415053.1;XP_057421351.1;XP_057421350.1	
42	Terpene-Polyketide	75202468	75270267	67800	Chal_sti_synt_C, Chal_sti_synt_N, Methyltransf_11, Prenyltrans	-	NC_080044.1	LOC130714628;LOC13071_1554;LOC13071_1555;LOC130713364;LOC130710408;LOC130710406;LOC130710407;LOC13071_1556;LOC130710409;LOC130713365;LOC130713366;LOC130711271;LOC130711270	XP_057420523.1;XP_057420524.1;XP_057420525.1;XP_057419119.1;XP_057415652.1;XP_057415650.1;XP_057415651.1;XP_057415654.1;XP_057415653.1;XP_057419120.1;XP_057419121.1;XP_057416800.1;XP_057416798.1	
43	Saccharide	2625970	2968861	342890	Epimerase, Glycos_transf_1, Methyltransf_7, Transferase	-	NC_080045.1	LOC130720581;LOC13072_1226;LOC130720582;LOC130716617;LOC130718578;LOC130717392;LOC130717393;LOC13071_1989;LOC13071_1990;LOC13071_1991;LOC130716970;LOC130717927;LOC130720498;LOC130720631;LOC130721501;LOC130721500;LOC13072_1227;LOC13071_1992;LOC130717465;LOC130717411;LOC130721386;LOC130717422;LOC130718850;LOC130721134;LOC130721133;LOC130720703;LOC13071_1994;LOC130719218;LOC13071_1993;LOC130717254;LOC130717253;LOC13071_1995;LOC130720661	XP_057427217.1;XP_057427218.1;XP_057427219.1;XP_057422574.1;XP_057425171.1;XP_057423591.1;XP_057423592.1;XP_057423594.1;XP_057423595.1;XP_057423596.1;XP_057423025.1;XP_057424319.1;XP_057427130.1;XP_057427285.1;XP_057428285.1;XP_057428281.1;XP_057428282.1;XP_057423679.1;XP_057423678.1;XP_057423613.1;XP_057428162.1;XP_057423623.1;XP_057425459.1;XP_057427856.1;XP_057427855.1;XP_057427370.1;XP_057425833.1;XP_057425831.1;XP_057425832.1;XP_057423403.1;XP_057423401.1;XP_057423402.1;XP_057427322.1	
44	Saccharide	14801047	14918760	117710	2OG-FeII_Oxy, DIOX_N, UDPGT_2, p450	flavonoid-5, oleananes-5	NC_080045.1	LOC130721572;LOC130719141;LOC130719142;LOC130719143;LOC130719144;LOC130721058;LOC130721057;LOC130717776;LOC13071_2204;LOC13071_2206;LOC130717359;LOC13071_2205;LOC130717405;LOC13071_2207;LOC130717406;LOC13071_2208	XP_057428355.1;XP_057425763.1;XP_057425765.1;XP_057425766.1;XP_057425767.1;XP_057427773.1;XP_057427772.1;XP_057424121.1;XP_057424120.1;XP_057423550.1;XP_057423549.1;XP_057423548.1;XP_057423607.1;XP_057423608.1;XP_057423609.1;XP_057423610.1	
45	Fatty_acid	60062168	60140622	78450	FA_hydroxylase, p450	-	NC_080045.1	LOC130719906;LOC130719907;LOC130718181;LOC130717337;LOC130718214;LOC130718215;LOC130718216;LOC130718218;LOC130718217;LOC130719909	XP_057426484.1;XP_057426485.1;XP_057424679.1;XP_057423521.1;XP_057424719.1;XP_057424720.1;XP_057424721.1;XP_057424724.1;XP_057424723.1;XP_057426487.1	
46	Saccharide	64418137	64473628	55490	ADH_N, ADH_zinc_N, UDPGT_2	hydroxycinnamate	NC_080045.1	LOC130717640;LOC130720061;LOC130720615;LOC130718573;LOC130720489	XP_057423938.1;XP_057426626.1;XP_057427266.1;XP_057425164.1;XP_057427121.1	
47	Lignan-Polyketide	67271187	67332568	61380	Chal_sti_synt_C, Dirigent	-	NC_080045.1	LOC130720036;LOC130717655;LOC130717656;LOC130718334;LOC13071_2843;LOC130717910;LOC130717911;LOC130720037;LOC130720643;LOC130720485;LOC130721475;LOC130721458	XP_057426601.1;XP_057423965.1;XP_057423966.1;XP_057424896.1;XP_057424895.1;XP_057424294.1;XP_057424295.1;XP_057426602.1;XP_057427298.1;XP_057427118.1;XP_057428257.1;XP_057428235.1	
48	Saccharide	24044929	24474613	429680	Epimerase, Transferase, UDPGT_2	-	NC_080046.1	LOC130725137;LOC130725138;LOC130725139;LOC130725140;LOC130725141;LOC130725142;LOC130724069;LOC130723152;LOC130721977;LOC130725144;LOC130725924	XP_057432372.1;XP_057432374.1;XP_057432375.1;XP_057432376.1;XP_057432377.1;XP_057432378.1;XP_057431221.1;XP_057430092.1;XP_057428548.1;XP_057432380.1;XP_057433100.1	
49	Fatty_acid	31378438	31647917	269480	2OG-FeII_Oxy, DIOX_N, FA_desaturase, p450	-	NC_080046.1	LOC130725198;LOC130726184;LOC130725199;LOC130726394;LOC130725853;LOC130725852;LOC130725200;LOC130726730;LOC130723719;LOC130726934;LOC130725201;LOC13072_2125;LOC130726562;LOC13072_2122;LOC13072_2123;LOC13072_2124;LOC130726563;LOC13072_2126;LOC13072_2127;LOC13072_2128;LOC13072_2129;LOC13072_2130;LOC13072_2133;LOC13072_2131;LOC13072_2132	XP_057432430.1;XP_057433395.1;XP_057432431.1;XP_057433637.1;XP_057433027.1;XP_057433026.1;XP_057432432.1;XP_057434012.1;XP_057430827.1;XP_057434236.1;XP_057432433.1;XP_057433832.1;XP_057433827.1;XP_057433828.1;XP_057433829.1;XP_057433830.1;XP_057433836.1;XP_057433837.1;XP_057433838.1;XP_057433839.1;XP_057433840.1;XP_057433841.1;XP_057433835.1;XP_057433833.1;XP_057433834.1	
50	Alkaloid	45838239	46141399	303160	BBE, FAD_binding_4, Transferase, p450	-	NC_080046.1	LOC130726701;LOC130723427;LOC13072_2279;LOC130725409;LOC130725411;LOC130726569;LOC13072_2280;LOC13072_2281;LOC130725412;LOC130722349;LOC130722346;LOC130722347;LOC130726323;LOC130725413;LOC130725414;LOC130725417;LOC130723897	XP_057433980.1;XP_057430455.1;XP_057430456.1;XP_057432626.1;XP_057432627.1;XP_057433847.1;XP_057433848.1;XP_057433849.1;XP_057432628.1;XP_057429025.1;XP_057429023.1;XP_057429024.1;XP_057433555.1;XP_057432629.1;XP_057432631.1;XP_057432632.1;XP_057431025.1	
51	Fatty_acid-Alkaloid	58227045	58307306	80260	BBE, FAD_binding_4, FA_hydroxylase	-	NC_080046.1	LOC130725644;LOC130724257;LOC130724289;LOC130724436;LOC130723157;LOC130723156;LOC13072_2621;LOC130724428;LOC130724554	XP_057432840.1;XP_057431435.1;XP_057431472.1;XP_057431639.1;XP_057430096.1;XP_057430094.1;XP_057430095.1;XP_057431633.1;XP_057431800.1	
52	Saccharide	66639832	66706871	67040	Aminotran_1_2, UDPGT_2	*saccharide-3, cyanogenic glucoside, monoterpenoid	NC_080046.1	LOC130723809;LOC130726223;LOC130721863;LOC13072_3005;LOC130726220;LOC130726219;LOC130723144;LOC130723148;LOC130723145;LOC130725816;LOC130723146;LOC130723147	XP_057430928.1;XP_057433440.1;XP_057428430.1;XP_057428429.1;XP_057433438.1;XP_057433437.1;XP_057430084.1;XP_057430088.1;XP_057430085.1;XP_057432987.1;XP_057430086.1;XP_057430087.1	
