potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
43	Alkaloid	720064423	721405067	1340640	AMP-binding, Bet_v_1, ECH_2	-	CM034153.1	KI387_028047;KI387_028048;KI387_028049;KI387_028050;KI387_028051;KI387_028052;KI387_028053;KI387_028054;KI387_028055	KAH9313012.1;KAH9313013.1;KAH9313014.1;KAH9313015.1;KAH9313016.1;KAH9313017.1;KAH9313018.1;KAH9313019.1;KAH9313020.1	
44	Fatty_acid	16902383	17911920	1009540	Abhydrolase_3, FA_desaturase, Transferase	-	CM034154.1	KI387_028533;KI387_028534;KI387_028535;KI387_028536;KI387_028537;KI387_028538;KI387_028539;KI387_028540;KI387_028541	KAH9296851.1;KAH9296852.1;KAH9296853.1;KAH9296854.1;KAH9296855.1;KAH9296856.1;KAH9296857.1;KAH9296858.1;KAH9296859.1	
45	Terpene	54953927	56235331	1281400	Terpene_synth, Terpene_synth_C, p450	-	CM034154.1	KI387_028797;KI387_028798;KI387_028799;KI387_028800;KI387_028801;KI387_028802;KI387_028803;KI387_028804;KI387_028805	KAH9297115.1;KAH9297116.1;KAH9297117.1;KAH9297118.1;KAH9297119.1;KAH9297120.1;KAH9297121.1;KAH9297122.1;KAH9297123.1	
46	Terpene-Alkaloid	105473135	107502405	2029270	Bet_v_1, Terpene_synth, Terpene_synth_C	-	CM034154.1	KI387_028987;KI387_028988;KI387_028989;KI387_028990;KI387_028991;KI387_028992;KI387_028993;KI387_028994;KI387_028995;KI387_028996;KI387_028997;KI387_028998;KI387_028999;KI387_029000;KI387_029001;KI387_029002;KI387_029003	KAH9297305.1;KAH9297306.1;KAH9297307.1;KAH9297308.1;KAH9297309.1;KAH9297310.1;KAH9297311.1;KAH9297312.1;KAH9297313.1;KAH9297314.1;KAH9297315.1;KAH9297316.1;KAH9297317.1;KAH9297318.1;KAH9297319.1;KAH9297320.1;KAH9297321.1	
47	Polyketide	133950096	138239389	4289290	Chal_sti_synt_C, NAD_binding_1, Oxidored_FMN	-	CM034154.1	KI387_029080;KI387_029081;KI387_029082;KI387_029083;KI387_029084;KI387_029085;KI387_029086;KI387_029087;KI387_029088;KI387_029089;KI387_029090;KI387_029091;KI387_029092	KAH9297398.1;KAH9297399.1;KAH9297400.1;KAH9297401.1;KAH9297402.1;KAH9297403.1;KAH9297404.1;KAH9297405.1;KAH9297406.1;KAH9297407.1;KAH9297408.1;KAH9297409.1;KAH9297410.1	
48	Terpene-Sesterterpene	185515985	186132788	616800	Terpene_synth, Terpene_synth_C, polyprenyl_synt	-	CM034154.1	KI387_029314;KI387_029315;KI387_029316;KI387_029317;KI387_029318;KI387_029319;KI387_029320;KI387_029321	KAH9297632.1;KAH9297633.1;KAH9297634.1;KAH9297635.1;KAH9297636.1;KAH9297637.1;KAH9297638.1;KAH9297639.1	
49	Alkaloid	584107494	586389841	2282350	2OG-FeII_Oxy, Bet_v_1, DIOX_N, adh_short_C2	-	CM034154.1	KI387_030526;KI387_030527;KI387_030528;KI387_030529;KI387_030530;KI387_030531;KI387_030532;KI387_030533;KI387_030534;KI387_030535;KI387_030536;KI387_030537;KI387_030538;KI387_030539;KI387_030540	KAH9298844.1;KAH9298845.1;KAH9298846.1;KAH9298847.1;KAH9298848.1;KAH9298849.1;KAH9298850.1;KAH9298851.1;KAH9298852.1;KAH9298853.1;KAH9298854.1;KAH9298855.1;KAH9298856.1;KAH9298857.1;KAH9298858.1	
50	Putative	154734900	156318333	1583430	Aldo_ket_red, SQS_PSY	-	CM034155.1	KI387_032155;KI387_032156;KI387_032157;KI387_032158;KI387_032159;KI387_032160;KI387_032161	KAH9288038.1;KAH9288039.1;KAH9288040.1;KAH9288041.1;KAH9288042.1;KAH9288043.1;KAH9288044.1	
51	Fatty_acid-Saccharide-Alkaloid	193486436	199195514	5709080	AMP-binding, Cu_amine_oxid, FA_hydroxylase, UDPGT_2, p450	*saccharide	CM034155.1	KI387_032363;KI387_032364;KI387_032365;KI387_032366;KI387_032367;KI387_032368;KI387_032369;KI387_032370;KI387_032371;KI387_032372;KI387_032373;KI387_032374;KI387_032375;KI387_032376;KI387_032377;KI387_032378;KI387_032379;KI387_032380;KI387_032381;KI387_032382	KAH9288246.1;KAH9288247.1;KAH9288248.1;KAH9288249.1;KAH9288250.1;KAH9288251.1;KAH9288252.1;KAH9288253.1;KAH9288254.1;KAH9288255.1;KAH9288256.1;KAH9288257.1;KAH9288258.1;KAH9288259.1;KAH9288260.1;KAH9288261.1;KAH9288262.1;KAH9288263.1;KAH9288264.1;KAH9288265.1	
52	Putative	453094329	454105115	1010790	adh_short, adh_short_C2, p450	-	CM034155.1	KI387_033736;KI387_033737;KI387_033738;KI387_033739;KI387_033740;KI387_033741;KI387_033742;KI387_033743;KI387_033744;KI387_033745;KI387_033746;KI387_033747;KI387_033748	KAH9289619.1;KAH9289620.1;KAH9289621.1;KAH9289622.1;KAH9289623.1;KAH9289624.1;KAH9289625.1;KAH9289626.1;KAH9289627.1;KAH9289628.1;KAH9289629.1;KAH9289630.1;KAH9289631.1	
53	Mate	459386927	464773024	5386100	Epimerase, MatE, Methyltransf_11, Transferase	-	CM034155.1	KI387_033783;KI387_033784;KI387_033785;KI387_033786;KI387_033787;KI387_033788;KI387_033789;KI387_033790;KI387_033791;KI387_033792;KI387_033793;KI387_033794;KI387_033795;KI387_033796;KI387_033797;KI387_033798;KI387_033799;KI387_033800;KI387_033801;KI387_033802;KI387_033803;KI387_033804;KI387_033805;KI387_033806;KI387_033807;KI387_033808	KAH9289666.1;KAH9289667.1;KAH9289668.1;KAH9289669.1;KAH9289670.1;KAH9289671.1;KAH9289672.1;KAH9289673.1;KAH9289674.1;KAH9289675.1;KAH9289676.1;KAH9289677.1;KAH9289678.1;KAH9289679.1;KAH9289680.1;KAH9289681.1;KAH9289682.1;KAH9289683.1;KAH9289684.1;KAH9289685.1;KAH9289686.1;KAH9289687.1;KAH9289688.1;KAH9289689.1;KAH9289690.1;KAH9289691.1	
54	Saccharide	105415100	106658390	1243290	UDPGT_2, p450	*saccharide, small phenolic	CM034157.1	KI387_039581;KI387_039582;KI387_039583;KI387_039584;KI387_039585;KI387_039586;KI387_039587;KI387_039588;KI387_039589;KI387_039590;KI387_039591;KI387_039592;KI387_039593;KI387_039594;KI387_039595	KAH9295993.1;KAH9295994.1;KAH9295995.1;KAH9295996.1;KAH9295997.1;KAH9295998.1;KAH9295999.1;KAH9296000.1;KAH9296001.1;KAH9296002.1;KAH9296003.1;KAH9296004.1;KAH9296005.1;KAH9296006.1;KAH9296007.1	
55	Saccharide	170473521	172358788	1885270	UDPGT_2, p450	-	CM034157.1	KI387_038751;KI387_038752;KI387_038753;KI387_038754;KI387_044741;KI387_044742;KI387_038755;KI387_038756;KI387_038757;KI387_038758	KAH9295163.1;KAH9295164.1;KAH9295165.1;KAH9295166.1;KAH9296713.1;KAH9296714.1;KAH9295167.1;KAH9295168.1;KAH9295169.1;KAH9295170.1	
56	Saccharide	242396253	247744666	5348410	ADH_N, ADH_zinc_N, Methyltransf_11, UDPGT_2	-	CM034157.1	KI387_039181;KI387_039182;KI387_039183;KI387_039184;KI387_039185;KI387_039186;KI387_039187;KI387_039188;KI387_039189;KI387_039190;KI387_039191;KI387_039192;KI387_039193;KI387_039194;KI387_039195	KAH9295593.1;KAH9295594.1;KAH9295595.1;KAH9295596.1;KAH9295597.1;KAH9295598.1;KAH9295599.1;KAH9295600.1;KAH9295601.1;KAH9295602.1;KAH9295603.1;KAH9295604.1;KAH9295605.1;KAH9295606.1;KAH9295607.1	
57	Saccharide	1260326	1506608	246280	Cellulose_synt, GMC_oxred_C, GMC_oxred_N, p450	-	JAHRHJ020003255.1	KI387_042701;KI387_042702;KI387_042703;KI387_042704;KI387_042705;KI387_042706;KI387_042707;KI387_042708;KI387_042709;KI387_042710	KAH9292115.1;KAH9292116.1;KAH9292117.1;KAH9292118.1;KAH9292119.1;KAH9292120.1;KAH9292121.1;KAH9292122.1;KAH9292123.1;KAH9292124.1	
58	Cyclopeptide	1	162143	162140	BURP	-	JAHRHJ020003461.1	KI387_043132;KI387_043129;KI387_043130;KI387_043131	KAH9291683.1;KAH9291680.1;KAH9291681.1;KAH9291682.1	
