potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
50	Fatty_acid	14642282	14784890	142610	CER1-like_C, Epimerase, FA_hydroxylase, p450	-	NC_039364.1	LOC113295982;LOC113294177;LOC113295984;LOC11329_708;LOC11329_709;LOC113300422;LOC113300531;LOC11330_345;LOC113296000;LOC113296001;LOC11329_710;LOC11329_711;LOC11329_712	XP_026400091.1;XP_026398375.1;XP_026400093.1;XP_026400094.1;XP_026400095.1;XP_026405440.1;XP_026405522.1;XP_026405524.1;XP_026400110.1;XP_026400111.1;XP_026400112.1;XP_026400113.1;XP_026400114.1	
51	Saccharide	149783790	150205018	421230	2OG-FeII_Oxy, DIOX_N, Glycos_transf_1, Peptidase_S10, Prenyltransf	-	NC_039364.1	LOC113295367;LOC113298732;LOC113293065;LOC113293067;LOC11329_1663;LOC113298734;LOC113298736;LOC113298735;LOC113298737;LOC113293536;LOC113298738;LOC113293069;LOC113293068;LOC113298739;LOC11329_1664	XP_026399491.1;XP_026403335.1;XP_026397616.1;XP_026397617.1;XP_026397618.1;XP_026403337.1;XP_026403339.1;XP_026403338.1;XP_026403340.1;XP_026397931.1;XP_026403341.1;XP_026397620.1;XP_026397619.1;XP_026403343.1;XP_026403342.1	
52	Saccharide	160648514	160837781	189270	ERG4_ERG24, Epimerase, Transferase, UDPGT_2, p450	alkaloid, cytokinin	NC_039364.1	LOC113298913;LOC11329_1749;LOC11329_1750;LOC11329_1751;LOC11329_1752;LOC113295451;LOC113295452;LOC113295453;LOC113295454;LOC113298916;LOC11329_1753;LOC113298917;LOC11329_1754;LOC11329_1755;LOC11329_1756;LOC113298918	XP_026403570.1;XP_026403568.1;XP_026403569.1;XP_026403571.1;XP_026403572.1;XP_026399575.1;XP_026399576.1;XP_026399577.1;XP_026399578.1;XP_026403573.1;XP_026403574.1;XP_026403575.1;XP_026403576.1;XP_026403577.1;XP_026403578.1;XP_026403579.1	
53	Saccharide	228573082	228748299	175220	DIOX_N, ECH_2, Glycos_transf_1	-	NC_039364.1	LOC113296075;LOC113296076;LOC113299747;LOC11329_2161;LOC11329_2162;LOC11329_2163;LOC113299748;LOC11329_2164;LOC11329_2165;LOC11329_2166;LOC113299749;LOC11329_2167;LOC11329_2168;LOC113299750;LOC113293449;LOC113299751;LOC113299752;LOC11329_2169	XP_026400200.1;XP_026400201.1;XP_026404607.1;XP_026404608.1;XP_026404609.1;XP_026404610.1;XP_026404615.1;XP_026404612.1;XP_026404613.1;XP_026404614.1;XP_026404618.1;XP_026404616.1;XP_026404617.1;XP_026404619.1;XP_026397868.1;XP_026404621.1;XP_026404622.1;XP_026404623.1	
54	Saccharide-Alkaloid	268980080	269470564	490480	2OG-FeII_Oxy, DIOX_N, Pyridoxal_deC, UDPGT_2	-	NC_039364.1	LOC113293798;LOC113300400;LOC113300402;LOC11330_560;LOC113300401;LOC113300403;LOC113296595;LOC113293800;LOC11329_2326;LOC113296596;LOC113300407;LOC113300408	XP_026398085.1;XP_026405409.1;XP_026405411.1;XP_026405412.1;XP_026405410.1;XP_026405413.1;XP_026400683.1;XP_026398086.1;XP_026398087.1;XP_026400684.1;XP_026405414.1;XP_026405415.1	
55	Mate-Saccharide	6112927	6277840	164910	MatE, UDPGT_2, adh_short, p450	small phenolic	NC_039365.1	LOC113301382;LOC113304980;LOC113304982;LOC113304983;LOC113304984;LOC113301658;LOC113301659;LOC113303263;LOC113304986;LOC113304851;LOC113304987	XP_026405940.1;XP_026409885.1;XP_026409886.1;XP_026409887.1;XP_026409888.1;XP_026406229.1;XP_026406230.1;XP_026408076.1;XP_026409890.1;XP_026409771.1;XP_026409891.1	
56	Polyketide	20254786	20446297	191510	Chal_sti_synt_C, Chal_sti_synt_N, adh_short, adh_short_C2	-	NC_039365.1	LOC113302982;LOC113305234;LOC113305235;LOC113305236;LOC113304836;LOC113305237;LOC113304395;LOC113303260;LOC113305238;LOC113304449;LOC113304451;LOC11330_747;LOC113304450;LOC113304448;LOC113304454	XP_026407745.1;XP_026410098.1;XP_026410100.1;XP_026410101.1;XP_026409761.1;XP_026410102.1;XP_026409282.1;XP_026408074.1;XP_026410103.1;XP_026409357.1;XP_026409360.1;XP_026409359.1;XP_026409358.1;XP_026409356.1;XP_026409366.1	
57	Alkaloid	22433589	23090569	656980	AMP-binding, BBE, FAD_binding_4, p450	-	NC_039365.1	LOC113304511;LOC113304513;LOC113304514;LOC113303200;LOC113304517;LOC113305257;LOC11330_764;LOC113304520;LOC113305258;LOC113306893;LOC113304524;LOC113304523;LOC113305259;LOC113305262;LOC113305263;LOC113304646;LOC113305265;LOC113304879;LOC113305267	XP_026409429.1;XP_026409432.1;XP_026409433.1;XP_026408010.1;XP_026409436.1;XP_026410119.1;XP_026409438.1;XP_026409437.1;XP_026410120.1;XP_026411599.1;XP_026409442.1;XP_026409440.1;XP_026410121.1;XP_026410122.1;XP_026410124.1;XP_026409572.1;XP_026410125.1;XP_026409794.1;XP_026410126.1	
58	Alkaloid	31210967	31312694	101730	Cu_amine_oxid, p450	-	NC_039365.1	LOC113301824;LOC11330_826;LOC11330_827;LOC11330_828;LOC113305348;LOC113304618;LOC113305349;LOC113305351	XP_026406437.1;XP_026406438.1;XP_026406440.1;XP_026406441.1;XP_026410188.1;XP_026409547.1;XP_026410189.1;XP_026410190.1	
59	Saccharide	153573210	153752249	179040	ECH_2, Glycos_transf_1	-	NC_039365.1	LOC113303580;LOC113303581;LOC113306240;LOC113306241;LOC113303585;LOC113306242;LOC113306243;LOC113303586	XP_026408413.1;XP_026408414.1;XP_026410983.1;XP_026410984.1;XP_026408415.1;XP_026410985.1;XP_026410986.1;XP_026408416.1	
60	Cyclopeptide	161468601	162981909	1513310	BURP	-	NC_039365.1	LOC113303757;LOC113303758;LOC113306330;LOC113306331;LOC113303760;LOC113303759;LOC11330_1903;LOC113306333;LOC113306334;LOC113306756;LOC113306592;LOC113304690;LOC113303764;LOC113301590;LOC113301455;LOC113303766;LOC113303765;LOC113306335;LOC113303768;LOC11330_1904;LOC11330_1905;LOC11330_1906;LOC11330_1907;LOC113303770;LOC11330_1908;LOC11330_1909;LOC113303771;LOC113303772;LOC113306337;LOC113303773;LOC11330_1910;LOC113303774;LOC11330_1911;LOC113303775;LOC11330_1912;LOC113306339;LOC113304740;LOC113303779;LOC113303780;LOC113306340;LOC113306341;LOC113303781;LOC113303784;LOC113304617;LOC113306343;LOC113306344;LOC113302440;LOC11330_1913;LOC113306345;LOC113303785;LOC113303786;LOC113306348;LOC113303789;LOC113306349	XP_026408619.1;XP_026408620.1;XP_026411063.1;XP_026411064.1;XP_026408624.1;XP_026408622.1;XP_026408623.1;XP_026411067.1;XP_026411068.1;XP_026411451.1;XP_026411308.1;XP_026409617.1;XP_026408626.1;XP_026406150.1;XP_026406014.1;XP_026408628.1;XP_026408627.1;XP_026411069.1;XP_026408633.1;XP_026408629.1;XP_026408630.1;XP_026408631.1;XP_026408632.1;XP_026408634.1;XP_026408635.1;XP_026408636.1;XP_026408638.1;XP_026408639.1;XP_026411070.1;XP_026408640.1;XP_026408641.1;XP_026408642.1;XP_026408643.1;XP_026408644.1;XP_026408645.1;XP_026411071.1;XP_026409667.1;XP_026408647.1;XP_026408649.1;XP_026411073.1;XP_026411074.1;XP_026408650.1;XP_026408651.1;XP_026409546.1;XP_026411075.1;XP_026411076.1;XP_026407127.1;XP_026407129.1;XP_026411077.1;XP_026408652.1;XP_026408653.1;XP_026411079.1;XP_026408657.1;XP_026411080.1	
61	Saccharide	170040896	170596754	555860	Aminotran_1_2, ECH_2, Glyco_hydro_1	-	NC_039365.1	LOC11330_1964;LOC11330_1965;LOC113303939;LOC11330_1962;LOC11330_1963;LOC113303940;LOC113306450;LOC113303944;LOC113303943;LOC113303947;LOC113306451;LOC113306452;LOC113306454;LOC113302560;LOC113303948;LOC113303950;LOC11330_1966;LOC113303951;LOC113303952;LOC11330_1967;LOC113304738;LOC113303953	XP_026408809.1;XP_026408808.1;XP_026408807.1;XP_026408805.1;XP_026408806.1;XP_026408810.1;XP_026411170.1;XP_026408813.1;XP_026408812.1;XP_026408815.1;XP_026411171.1;XP_026411172.1;XP_026411173.1;XP_026407273.1;XP_026408816.1;XP_026408818.1;XP_026408820.1;XP_026408819.1;XP_026408821.1;XP_026408822.1;XP_026409666.1;XP_026408823.1	
62	Saccharide	8319915	8424535	104620	Glycos_transf_1, UDPGT_2	cytokinin	NC_039366.1	LOC113314103;LOC113311452;LOC113310822;LOC11331_512;LOC113311453;LOC113311454;LOC113311455;LOC113311457;LOC113311111	XP_026418653.1;XP_026416075.1;XP_026415405.1;XP_026415404.1;XP_026416076.1;XP_026416077.1;XP_026416078.1;XP_026416079.1;XP_026415744.1	
63	Saccharide	14305799	14540634	234840	Lycopene_cycl, Transferase, UDPGT_2, p450	flavonoid, oleananes	NC_039366.1	LOC113314163;LOC113314162;LOC113311500;LOC113311501;LOC113311502;LOC113314079;LOC113311503	XP_026418711.1;XP_026418710.1;XP_026416119.1;XP_026416120.1;XP_026416121.1;XP_026418639.1;XP_026416122.1	
64	Saccharide	15570611	15723148	152540	UDPGT_2, p450	-	NC_039366.1	LOC113308375;LOC113311298;LOC113307933;LOC113311300;LOC113308238;LOC113308240;LOC11330_2086;LOC113308239;LOC113308241	XP_026412628.1;XP_026415922.1;XP_026412188.1;XP_026415923.1;XP_026412498.1;XP_026412502.1;XP_026412501.1;XP_026412500.1;XP_026412503.1	
65	Alkaloid	17999071	18210399	211330	Acetyltransf_1, Bet_v_1	-	NC_039366.1	LOC113313541;LOC113313984;LOC113311434;LOC113311435;LOC113311193;LOC113311436;LOC113314037;LOC113311437;LOC113313570	XP_026418114.1;XP_026418543.1;XP_026416058.1;XP_026416059.1;XP_026415825.1;XP_026416060.1;XP_026418596.1;XP_026416061.1;XP_026418148.1	
66	Saccharide	62526491	62780862	254370	ADH_N_2, ADH_zinc_N, Glyco_hydro_1, Methyltransf_11	-	NC_039367.1	LOC11331_1694;LOC113314965;LOC113319133;LOC113318365;LOC113315715;LOC113319739;LOC113319738;LOC113319268;LOC11331_1695;LOC11331_1696;LOC11331_1697;LOC113319267;LOC11331_1700;LOC11331_1698;LOC11331_1699;LOC113319266;LOC113317220	XP_026419070.1;XP_026419071.1;XP_026423194.1;XP_026422298.1;XP_026419756.1;XP_026423770.1;XP_026423769.1;XP_026423321.1;XP_026423322.1;XP_026423323.1;XP_026423324.1;XP_026423320.1;XP_026423319.1;XP_026423317.1;XP_026423316.1;XP_026423318.1;XP_026421148.1	
67	Saccharide	83944212	84156465	212250	Glyco_hydro_1, adh_short, adh_short_C2	-	NC_039367.1	LOC113315138;LOC113319337;LOC11331_1855;LOC113318889;LOC113318888;LOC113318202;LOC113318203;LOC113318942;LOC11331_1856	XP_026419231.1;XP_026423386.1;XP_026423385.1;XP_026422956.1;XP_026422955.1;XP_026422123.1;XP_026422124.1;XP_026423019.1;XP_026423020.1	
68	Cyclopeptide	88339888	89932893	1593010	BURP	-	NC_039367.1	LOC113319701;LOC113315889;LOC113315890;LOC113315031;LOC113315891;LOC113315893;LOC113315894;LOC113319078;LOC113318177;LOC113315896;LOC113318176;LOC113318178;LOC113315898;LOC113319271;LOC113319699;LOC113315900;LOC113315276;LOC11331_1886;LOC11331_1885;LOC11331_1884;LOC113315132;LOC113316925;LOC113316899;LOC113318668;LOC113318722;LOC113315901;LOC113315902;LOC113315903	XP_026423729.1;XP_026419918.1;XP_026419919.1;XP_026419127.1;XP_026419920.1;XP_026419922.1;XP_026419923.1;XP_026423157.1;XP_026422096.1;XP_026419924.1;XP_026422095.1;XP_026422097.1;XP_026419925.1;XP_026423326.1;XP_026423725.1;XP_026419926.1;XP_026419362.1;XP_026419227.1;XP_026419228.1;XP_026419226.1;XP_026419229.1;XP_026420871.1;XP_026420839.1;XP_026422658.1;XP_026422727.1;XP_026419928.1;XP_026419929.1;XP_026419930.1	
69	Polyketide	123094011	123597427	503420	Abhydrolase_3, Acetyltransf_1, Chal_sti_synt_C, Epimerase	-	NC_039367.1	LOC113319090;LOC11331_2040;LOC113316173;LOC113319156;LOC11331_2041;LOC11331_2042;LOC113319158;LOC113319157;LOC113318735;LOC113318442;LOC113318033;LOC11331_2043;LOC113316175	XP_026423163.1;XP_026423164.1;XP_026420175.1;XP_026423220.1;XP_026423219.1;XP_026423224.1;XP_026423223.1;XP_026423221.1;XP_026422745.1;XP_026422396.1;XP_026421941.1;XP_026421942.1;XP_026420179.1	
70	Fatty_acid-Mate	137792666	137916913	124250	FA_hydroxylase, MatE, adh_short, oMT	-	NC_039367.1	LOC113319724;LOC11331_2119;LOC113316849;LOC113317665;LOC113316844;LOC113316295;LOC113319441	XP_026423754.1;XP_026423755.1;XP_026420783.1;XP_026421588.1;XP_026420775.1;XP_026420292.1;XP_026423484.1	
71	Saccharide	616533	1015421	398890	UDPGT_2, p450	flavonoid, oleananes	NC_039368.1	LOC113323289;LOC113320475;LOC11332_1414;LOC11332_1413;LOC113325106;LOC113321528;LOC113321690;LOC113322812;LOC113322295;LOC113322152;LOC113322791;LOC113325107;LOC113322802;LOC113322396;LOC113323592;LOC113325108;LOC113322330;LOC113322097;LOC113322507;LOC113320199;LOC113325110;LOC113322971;LOC113325112;LOC113323866;LOC113322713;LOC113322712;LOC113321914;LOC113322439;LOC113325114;LOC113321357;LOC11332_1415;LOC113322262;LOC113322169;LOC113323256;LOC113321557;LOC113322770;LOC113323301;LOC113323333;LOC11332_1416;LOC113322996;LOC113322995;LOC113320264;LOC113320848	XP_026427362.1;XP_026424168.1;XP_026424167.1;XP_026424169.1;XP_026429120.1;XP_026425217.1;XP_026425381.1;XP_026426750.1;XP_026426143.1;XP_026425975.1;XP_026426728.1;XP_026429121.1;XP_026426738.1;XP_026426260.1;XP_026427699.1;XP_026429122.1;XP_026426190.1;XP_026425901.1;XP_026426386.1;XP_026423922.1;XP_026429123.1;XP_026426968.1;XP_026429124.1;XP_026427998.1;XP_026426640.1;XP_026426639.1;XP_026425657.1;XP_026426302.1;XP_026429125.1;XP_026425039.1;XP_026425040.1;XP_026426108.1;XP_026425989.1;XP_026427327.1;XP_026425236.1;XP_026426700.1;XP_026427374.1;XP_026427406.1;XP_026427405.1;XP_026426998.1;XP_026426997.1;XP_026423975.1;XP_026424530.1	
72	Mate-Saccharide-Alkaloid	127701375	128479112	777740	Abhydrolase_3, Aldo_ket_red, Bet_v_1, Dimerisation, Glycos_transf_1, MatE, Methyltransf_2, Transferase, adh_short, adh_short_C2, p450	-	NC_039368.1	LOC113325298;LOC113323848;LOC113324819;LOC113320941;LOC113325299;LOC113325300;LOC113325301;LOC113325302;LOC113321194;LOC113325303	XP_026429283.1;XP_026427974.1;XP_026428894.1;XP_026424628.1;XP_026429284.1;XP_026429285.1;XP_026429286.1;XP_026429287.1;XP_026424859.1;XP_026429288.1	
73	Saccharide	137385296	137638707	253410	2OG-FeII_Oxy, DIOX_N, Transferase, UDPGT_2, p450	*saccharide	NC_039368.1	LOC113322673;LOC11332_282;LOC113320104;LOC113322272;LOC113321162;LOC113321508;LOC113322738;LOC113322279;LOC113323488;LOC113322282;LOC113322600;LOC11332_283;LOC113323649;LOC113322287;LOC113322288;LOC113322289;LOC113322290	XP_026426594.1;XP_026426595.1;XP_026423826.1;XP_026426120.1;XP_026424834.1;XP_026425204.1;XP_026426665.1;XP_026426126.1;XP_026427592.1;XP_026426131.1;XP_026426514.1;XP_026426515.1;XP_026427767.1;XP_026426135.1;XP_026426137.1;XP_026426138.1;XP_026426139.1	
74	Putative	9480270	9689866	209600	2OG-FeII_Oxy, DIOX_N, Dimerisation, Methyltransf_2, Oxidored_FMN, p450	-	NW_020618825.1	LOC113326588;LOC113326587;LOC113326925;LOC11332_1607;LOC113326297;LOC113326923;LOC11332_1608;LOC113326298;LOC113326155;LOC113326761;LOC113326977;LOC113326299;LOC113326566;LOC113326565;LOC11332_1609;LOC11332_1610;LOC113325995;LOC113326973	XP_026430070.1;XP_026430068.1;XP_026430371.1;XP_026430372.1;XP_026429834.1;XP_026430369.1;XP_026430370.1;XP_026429835.1;XP_026429717.1;XP_026430200.1;XP_026430419.1;XP_026429837.1;XP_026430052.1;XP_026430049.1;XP_026430050.1;XP_026430051.1;XP_026429598.1;XP_026430416.1	
75	Putative	10134779	10376710	241930	p450, polyprenyl_synt	-	NW_020618825.1	LOC113326834;LOC113326313;LOC113326541;LOC113326542;LOC113326741;LOC113326742;LOC113326314;LOC113326317;LOC113326052;LOC113326028;LOC113325943;LOC113326318;LOC113326319;LOC113326320;LOC113326706;LOC113326321	XP_026430296.1;XP_026429850.1;XP_026430034.1;XP_026430035.1;XP_026430184.1;XP_026430185.1;XP_026429852.1;XP_026429853.1;XP_026429642.1;XP_026429624.1;XP_026429558.1;XP_026429854.1;XP_026429855.1;XP_026429856.1;XP_026430166.1;XP_026429857.1	
76	Putative	13425633	13638902	213270	Oxidored_FMN, Transferase	-	NW_020618825.1	LOC113326789;LOC113326376;LOC113326377;LOC113326615;LOC113326546;LOC113326898;LOC113326958;LOC113326921;LOC113326378;LOC113326379	XP_026430228.1;XP_026429899.1;XP_026429900.1;XP_026430096.1;XP_026430039.1;XP_026430349.1;XP_026430397.1;XP_026430368.1;XP_026429901.1;XP_026429902.1	
77	Putative	16894152	16976762	82610	Transferase, p450	-	NW_020618825.1	LOC113326463;LOC113326464;LOC113326465;LOC113326097;LOC113326466;LOC113326467	XP_026429973.1;XP_026429974.1;XP_026429975.1;XP_026429678.1;XP_026429976.1;XP_026429977.1	
78	Polyketide	18805726	19240183	434460	Chal_sti_synt_C, Transferase, p450	-	NW_020618825.1	LOC113326940;LOC113326499;LOC113326501;LOC113325953;LOC113325954;LOC113326110;LOC113326502;LOC113326001;LOC113326022;LOC113325980;LOC113326504;LOC113326053;LOC113326926;LOC113326039	XP_026430381.1;XP_026430003.1;XP_026430004.1;XP_026429563.1;XP_026429565.1;XP_026429689.1;XP_026430005.1;XP_026429604.1;XP_026429620.1;XP_026429587.1;XP_026430006.1;XP_026429643.1;XP_026430373.1;XP_026429632.1	
79	Saccharide	19563583	19671119	107540	Glyco_hydro_1, p450	-	NW_020618825.1	LOC113326511;LOC113326759;LOC113326760;LOC113326582;LOC113326512;LOC113326514;LOC113326965;LOC113326072	XP_026430013.1;XP_026430198.1;XP_026430199.1;XP_026430064.1;XP_026430014.1;XP_026430015.1;XP_026430405.1;XP_026429662.1	
80	Terpene	110281	254565	144280	SQHop_cyclase_C, SQHop_cyclase_N, adh_short, p450	-	NW_020620381.1	LOC11332_1890;LOC11332_1889;LOC113328906;LOC11332_1888;LOC113328951;LOC113328903;LOC113328685;LOC113328686;LOC113328770;LOC113328687	XP_026431686.1;XP_026431685.1;XP_026431683.1;XP_026431684.1;XP_026431736.1;XP_026431681.1;XP_026431497.1;XP_026431498.1;XP_026431565.1;XP_026431500.1	
81	Terpene-Alkaloid	365443	481668	116220	Bet_v_1, SQHop_cyclase_C, SQHop_cyclase_N, Transferase, adh_short, adh_short_C2, p450	-	NW_020620381.1	LOC113328896;LOC113328675;LOC113328959;LOC113328656;LOC113328662;LOC113328666	XP_026431672.1;XP_026431491.1;XP_026431744.1;XP_026431480.1;XP_026431484.1;XP_026431486.1	
82	Alkaloid	1478829	1768546	289720	Abhydrolase_3, Bet_v_1	-	NW_020620381.1	LOC113328644;LOC113328775;LOC113328779;LOC11332_1896;LOC11332_1897;LOC113328660;LOC113328728;LOC113328776;LOC113328730;LOC113328731;LOC113328923;LOC113328732;LOC113328680;LOC113328734;LOC113328946	XP_026431474.1;XP_026431572.1;XP_026431576.1;XP_026431577.1;XP_026431578.1;XP_026431482.1;XP_026431532.1;XP_026431573.1;XP_026431533.1;XP_026431534.1;XP_026431702.1;XP_026431535.1;XP_026431494.1;XP_026431536.1;XP_026431731.1	
83	Phenolamide-Alkaloid	3973080	4142149	169070	Pyridoxal_deC, Transferase, p450	-	NW_020620381.1	LOC113328668;LOC113328830;LOC113328863;LOC113328864;LOC113328866;LOC113328867;LOC113328798;LOC113328868	XP_026431487.1;XP_026431619.1;XP_026431643.1;XP_026431644.1;XP_026431645.1;XP_026431646.1;XP_026431593.1;XP_026431647.1	
84	Cyclopeptide	2204121	3136421	932300	BURP	-	NW_020620492.1	LOC113329221;LOC113329103;LOC113329157;LOC113329000;LOC113329105;LOC113329106;LOC113329018;LOC11332_1953;LOC11332_1954;LOC113329107;LOC113329108;LOC113329109;LOC113329145;LOC11332_1955;LOC11332_1956;LOC11332_1957;LOC113329032;LOC113329209;LOC113329110;LOC113329225;LOC113329219;LOC113329283;LOC113329111;LOC113329284;LOC113329160;LOC113329262;LOC11332_1958;LOC11332_1959;LOC11332_1960;LOC113329224;LOC113329161;LOC113329279;LOC113329001;LOC11332_1961;LOC113329162;LOC113329022;LOC113329020;LOC113329163;LOC113329030;LOC113329164;LOC113329242;LOC113329205;LOC113329017;LOC11332_1962;LOC113329265;LOC113329234;LOC113329213;LOC113329165;LOC113329261;LOC113329166	XP_026431970.1;XP_026431860.1;XP_026431908.1;XP_026431762.1;XP_026431861.1;XP_026431862.1;XP_026431773.1;XP_026431774.1;XP_026431772.1;XP_026431863.1;XP_026431864.1;XP_026431865.1;XP_026431887.1;XP_026431785.1;XP_026431787.1;XP_026431788.1;XP_026431786.1;XP_026431959.1;XP_026431866.1;XP_026431972.1;XP_026431969.1;XP_026432026.1;XP_026431867.1;XP_026432027.1;XP_026431910.1;XP_026432004.1;XP_026432005.1;XP_026432006.1;XP_026432007.1;XP_026431971.1;XP_026431912.1;XP_026432022.1;XP_026431764.1;XP_026431763.1;XP_026431913.1;XP_026431777.1;XP_026431775.1;XP_026431914.1;XP_026431783.1;XP_026431915.1;XP_026431991.1;XP_026431954.1;XP_026431770.1;XP_026431771.1;XP_026432009.1;XP_026431979.1;XP_026431964.1;XP_026431916.1;XP_026432003.1;XP_026431918.1	
85	Saccharide-Alkaloid	3235143	3290972	55830	Bet_v_1, UDPGT_2	-	NW_020620492.1	LOC113329170;LOC113329171;LOC113329235;LOC113329172;LOC113329173	XP_026431920.1;XP_026431921.1;XP_026431980.1;XP_026431923.1;XP_026431924.1	
86	Alkaloid	4010651	4255386	244740	Bet_v_1, p450	-	NW_020620714.1	LOC113329648;LOC113329650;LOC113330052;LOC113329651;LOC113329885;LOC113329652;LOC113329580;LOC113329506;LOC113329572	XP_026432286.1;XP_026432287.1;XP_026432700.1;XP_026432288.1;XP_026432495.1;XP_026432289.1;XP_026432222.1;XP_026432162.1;XP_026432216.1	
87	Saccharide-Alkaloid	10705785	10876968	171180	Bet_v_1, ECH_2, UDPGT_2	carboxyl-4	NW_020620714.1	LOC11333_169;LOC113330216;LOC113330218;LOC11333_172;LOC11333_173;LOC11333_171;LOC11333_170;LOC113330219;LOC113330217;LOC113329848;LOC113329566;LOC113329485;LOC113329849;LOC113329527;LOC113329540;LOC113329541;LOC113329850;LOC113330170;LOC113330171;LOC113330227;LOC113329851;LOC113329853	XP_026432855.1;XP_026432854.1;XP_026432858.1;XP_026432862.1;XP_026432863.1;XP_026432860.1;XP_026432861.1;XP_026432859.1;XP_026432857.1;XP_026432457.1;XP_026432212.1;XP_026432143.1;XP_026432458.1;XP_026432170.1;XP_026432184.1;XP_026432185.1;XP_026432459.1;XP_026432801.1;XP_026432802.1;XP_026432875.1;XP_026432460.1;XP_026432461.1	
88	Saccharide	8220197	8733065	512870	Amino_oxidase, DAHP_synth_2, Methyltransf_11, UDPGT_2	cyanogenic glucoside, monoterpenoid	NW_020621936.1	LOC113331753;LOC113332073;LOC113331871;LOC11333_586;LOC113331787;LOC113331872;LOC113331956;LOC113331873;LOC113331972;LOC11333_587;LOC113331785;LOC113331874;LOC113331793;LOC11333_588;LOC11333_589;LOC113332134;LOC113332009;LOC113331876;LOC113331724;LOC113331749	XP_026434180.1;XP_026434534.1;XP_026434300.1;XP_026434211.1;XP_026434210.1;XP_026434301.1;XP_026434382.1;XP_026434302.1;XP_026434404.1;XP_026434405.1;XP_026434209.1;XP_026434303.1;XP_026434220.1;XP_026434221.1;XP_026434219.1;XP_026434595.1;XP_026434446.1;XP_026434304.1;XP_026434152.1;XP_026434176.1	
89	Mate	1	603055	603050	2OG-FeII_Oxy, DIOX_N, MatE, Methyltransf_3, Transferase, oMT, p450	-	NW_020624376.1	LOC113335757;LOC11333_1286;LOC11333_1285;LOC113335786;LOC113335541;LOC113335517;LOC113335544;LOC113335642;LOC113335641;LOC113335628;LOC113335625;LOC113335626;LOC113335546;LOC113335547;LOC113335639;LOC113335548;LOC113335530;LOC113335774;LOC113335816;LOC113335550;LOC113335679;LOC113335680;LOC11333_1287;LOC11333_1288	XP_026437557.1;XP_026437610.1;XP_026437609.1;XP_026437611.1;XP_026437365.1;XP_026437337.1;XP_026437366.1;XP_026437452.1;XP_026437451.1;XP_026437441.1;XP_026437439.1;XP_026437440.1;XP_026437367.1;XP_026437369.1;XP_026437450.1;XP_026437370.1;XP_026437346.1;XP_026437598.1;XP_026437640.1;XP_026437371.1;XP_026437479.1;XP_026437480.1;XP_026437482.1;XP_026437483.1	
90	Saccharide	999753	1114423	114670	UDPGT_2, p450	*saccharide	NW_020624376.1	LOC113335826;LOC113335788;LOC113335794;LOC113335514;LOC113335562;LOC113335563;LOC113335565;LOC113335566	XP_026437649.1;XP_026437613.1;XP_026437618.1;XP_026437334.1;XP_026437379.1;XP_026437380.1;XP_026437382.1;XP_026437384.1	
91	Polyketide	3587363	3902889	315530	Chal_sti_synt_C, Methyltransf_11, p450	-	NW_020624376.1	LOC113335502;LOC11333_1339;LOC113335750;LOC113335809;LOC113335643;LOC113335752;LOC11333_1340;LOC113335787;LOC113335771;LOC113335806;LOC113335707;LOC113335708;LOC113335709;LOC113335710;LOC113335711;LOC113335791;LOC11333_1341	XP_026437323.1;XP_026437324.1;XP_026437546.1;XP_026437631.1;XP_026437453.1;XP_026437549.1;XP_026437548.1;XP_026437612.1;XP_026437596.1;XP_026437629.1;XP_026437509.1;XP_026437510.1;XP_026437511.1;XP_026437512.1;XP_026437513.1;XP_026437615.1;XP_026437614.1	
92	Fatty_acid-Polyketide	197559	452729	255170	CER1-like_C, Chal_sti_synt_C, Chal_sti_synt_N, Epimerase, FA_desaturase, FA_hydroxylase	-	NW_020624377.1	LOC113335863;LOC113335847;LOC11333_1365;LOC113336197;LOC113335864;LOC113336172;LOC113335916;LOC113335865;LOC113336175;LOC113335867;LOC113336208;LOC113336191;LOC113335868;LOC113335869;LOC113336169	XP_026437674.1;XP_026437658.1;XP_026437969.1;XP_026437968.1;XP_026437675.1;XP_026437945.1;XP_026437714.1;XP_026437676.1;XP_026437950.1;XP_026437677.1;XP_026437976.1;XP_026437963.1;XP_026437678.1;XP_026437679.1;XP_026437942.1	
93	Saccharide	3940164	4195628	255460	2OG-FeII_Oxy, DIOX_N, Methyltransf_11, UDPGT_2	cyanogenic glucoside, monoterpenoid	NW_020624377.1	LOC113336101;LOC11333_1401;LOC11333_1402;LOC113336100;LOC11333_1403;LOC113335843;LOC113336137;LOC113336138;LOC113335919;LOC113336093;LOC113336045;LOC113336195	XP_026437878.1;XP_026437879.1;XP_026437880.1;XP_026437876.1;XP_026437877.1;XP_026437653.1;XP_026437914.1;XP_026437915.1;XP_026437716.1;XP_026437867.1;XP_026437824.1;XP_026437966.1	
