potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
38	Putative	461087	646024	184940	2OG-FeII_Oxy, DIOX_N, p450	-	NW_006239140.1	LOC102585516;LOC102585849;LOC10258_1926;LOC10258_1927;LOC102586186;LOC10258_1925;LOC10258_1939;LOC10258_1938;LOC10258_1928;LOC10258_1929;LOC10258_1930;LOC10258_1931;LOC10258_1932;LOC10258_1933;LOC10258_1934;LOC10258_1935;LOC10258_1936;LOC10258_1937;LOC102587632;LOC102587952;LOC102588274;LOC102588605;LOC102588928;LOC102589251;LOC102589576;LOC102589911;LOC102590229;LOC102590555;LOC102590910	XP_006356177.1;XP_006356178.1;XP_006356179.1;XP_015168212.1;XP_006356180.1;XP_015168213.1;XP_015168210.1;XP_015168211.1;XP_015168199.1;XP_015168200.1;XP_015168201.1;XP_015168202.1;XP_015168203.1;XP_015168204.1;XP_015168205.1;XP_015168207.1;XP_015168208.1;XP_015168209.1;XP_006356185.1;XP_015168251.1;XP_006356186.1;XP_006356187.1;XP_006356188.1;XP_006356189.2;XP_006356190.1;NP_001275377.1;XP_006356192.1;XP_006356193.1;XP_006356194.1	
39	Cyclopeptide	418102	1071188	653090	BURP	-	NW_006239149.1	LOC107062396;LOC102594473;LOC102594799;LOC102583652;LOC10258_1970;LOC102584200;LOC102595136;LOC102595463;LOC102584537;LOC102584866;LOC102585180;LOC10258_1971;LOC102585748;LOC107062398;LOC102586080;LOC102595790;LOC102596465;LOC10258_1973;LOC10258_1972;LOC102586412;LOC102586738;LOC102587086;LOC102587413;LOC102587743;LOC102596799;LOC10259_2113;LOC10259_2114;LOC102597121;LOC10259_2111;LOC10259_2112;LOC107062399;LOC102589371;LOC102589051;LOC102588719;LOC102588389;LOC10258_1974;LOC102577637;LOC102590029;LOC102590343;LOC102597448;LOC102590687;LOC102591040;LOC102591378;LOC10259_2115;LOC102591702;LOC10259_2116;LOC102597767;LOC102592261;LOC102592603;LOC102593167	XP_015168468.1;XP_015168472.1;XP_015168471.1;XP_006356623.1;XP_006356622.1;XP_006356624.1;XP_015168489.1;XP_006356657.1;XP_006356625.1;XP_006356626.1;XP_006356627.1;XP_006356628.1;XP_006356629.1;XP_015168473.1;XP_006356630.1;XP_006356658.1;XP_015168474.1;XP_015168491.1;XP_015168490.1;XP_006356631.1;XP_006356632.1;XP_006356633.1;XP_006356634.1;XP_006356635.1;XP_015168492.1;XP_015168495.1;XP_015168496.1;XP_006356662.1;XP_015168493.1;XP_015168494.1;XP_015168475.1;XP_006356640.2;XP_006356639.1;XP_006356638.1;XP_015168497.1;XP_015168498.1;NP_001275413.1;XP_006356642.1;XP_006356643.1;XP_006356663.1;XP_006356644.1;XP_006356645.1;XP_006356646.1;XP_015168500.1;XP_006356647.1;XP_006356648.1;XP_015168476.1;XP_006356649.2;XP_006356650.1;XP_006356652.1	
40	Saccharide	526586	644541	117950	Aminotran_1_2, Glycos_transf_2, SE	-	NW_006239155.1	LOC107062458;LOC102606125;LOC102606459;LOC102578463;LOC102578806;LOC102579136;LOC102579460;LOC102579786;LOC102580102;LOC102580436;LOC10258_2015;LOC10258_2016;LOC10258_2017	XP_015168605.1;XP_015168584.1;XP_006356827.1;XP_006356828.1;XP_006356829.1;XP_015168607.1;XP_006356830.2;XP_006356831.1;XP_006356832.1;XP_006356834.1;XP_015168609.1;XP_015168610.1;XP_015168611.1	
41	Terpene-Alkaloid	844558	990280	145720	2OG-FeII_Oxy, Acetyltransf_1, DIOX_N, Dimerisation, Methyltransf_2, Methyltransf_3, Pyridoxal_deC, Terpene_synth, Terpene_synth_C	-	NW_006239164.1	LOC102591042;LOC102591379;LOC102591703;LOC102592044;LOC102601074;LOC102592373;LOC10259_2150;LOC107062536;LOC102601416;LOC102593171;LOC102593509;LOC102593831;LOC102594143;LOC102601747;LOC102594477;LOC102594802;LOC10259_2151;LOC102602084;LOC10260_1349	XP_006357081.1;XP_006357082.1;XP_006357083.1;XP_006357084.1;XP_006357106.1;XP_015168760.1;XP_015168759.1;XP_015168743.1;XP_006357107.1;XP_006357086.1;XP_006357087.1;XP_006357088.1;XP_006357089.1;XP_006357108.1;XP_006357090.1;XP_006357091.1;XP_015168755.1;XP_006357109.2;XP_015168754.1	
42	Saccharide	323255	413778	90520	2OG-FeII_Oxy, UDPGT_2	-	NW_006239165.1	LOC102581670;LOC102582001;LOC102582330;LOC102582671;LOC102583006;LOC10258_2051;LOC10258_2052;LOC10258_2053;LOC10258_2054;LOC102583994;LOC107062542;LOC107062543;LOC107062544;LOC102584315;LOC102584658;LOC102584976	XP_006357128.1;XP_006357129.1;XP_006357130.1;XP_006357131.1;XP_006357132.1;XP_006357133.1;XP_006357134.1;XP_006357135.1;XP_015168778.1;XP_006357136.1;XP_015168763.1;XP_015168764.1;XP_015168765.1;XP_006357137.2;XP_006357138.1;XP_006357139.1	
43	Mate	556182	669811	113630	MatE, Methyltransf_11, Methyltransf_7, Transferase	-	NW_006239181.1	LOC102602202;LOC102602533;LOC102602873;LOC10260_1400;LOC102603211;LOC102603549;LOC10260_1412;LOC10260_1413;LOC10260_1414;LOC10260_1409;LOC10260_1410;LOC10260_1411;LOC10260_1408;LOC10260_1407;LOC10260_1406;LOC10260_1404;LOC10260_1405;LOC102603887;LOC10260_1401;LOC10260_1402;LOC10260_1403;LOC102604221;LOC102604551;LOC10259_2238;LOC10259_2239;LOC102593517;LOC10260_1415;LOC102604885;LOC102593837;LOC102605221;LOC107062688;LOC102605555;LOC10260_1416	XP_006357798.1;XP_006357799.1;XP_006357800.1;XP_015169123.1;XP_006357801.1;XP_006357802.1;XP_015169085.1;XP_015169086.1;XP_015169087.1;XP_015169091.1;XP_015169092.1;XP_015169093.1;XP_015169089.1;XP_015169088.1;XP_015169090.1;XP_015169082.1;XP_015169084.1;XP_006357803.1;XP_015169080.1;XP_015169081.1;XP_015169094.1;XP_006357804.1;XP_006357805.1;XP_015169115.1;XP_015169116.1;XP_015169114.1;XP_015169111.1;XP_015169112.1;XP_006357860.1;XP_006357807.1;XP_015169073.1;XP_006357808.1;XP_015169124.1	
44	Fatty_acid-Saccharide	88971	939400	850430	2OG-FeII_Oxy, AMP-binding, Aldo_ket_red, Amino_oxidase, Aminotran_3, Cellulose_synt, DIOX_N, ECH_2, Epimerase, Transferase, UDPGT_2, p450	oleananes-3, flavonoid-2	NW_006239183.1	LOC10259_2246;LOC10259_2247;LOC10259_2248;LOC102598983;LOC10259_2245;LOC102599962;LOC10259_2249;LOC102600288;LOC102600621;LOC102600958;LOC102601303;LOC102577928;LOC102602308;LOC102602639;LOC102602977;LOC102577725;LOC10257_536;LOC102578809;LOC10257_537;LOC107062701;LOC102603888;LOC102604222;LOC102604552;LOC102604886;LOC10260_1424;LOC10260_1425;LOC102605222;LOC102605894;LOC10260_1426;LOC102606235;LOC10260_1427;LOC102579465;LOC102579791;LOC107062702;LOC102580108;LOC102580445;LOC102581131;LOC107062703;LOC107062704	XP_006357871.1;XP_006357872.1;XP_006357873.1;XP_015169137.1;XP_006357870.1;XP_006357874.1;XP_015169135.1;XP_006357875.1;XP_006357876.1;XP_006357877.1;XP_006357878.1;NP_001274799.1;XP_006357880.1;XP_006357881.1;XP_006357882.1;XP_006357883.1;XP_006357884.1;XP_015169138.1;XP_015169139.1;XP_015169130.1;XP_006357885.1;XP_006357886.1;XP_006357887.1;XP_006357888.1;XP_015169146.1;XP_015169147.1;XP_006357889.1;XP_006357891.1;XP_015169145.1;XP_006357893.1;XP_006357892.1;XP_015169136.1;XP_006357896.1;XP_015169132.1;XP_006357897.2;XP_006357898.1;XP_006357899.1;XP_015169133.1;XP_015169134.1	
45	Fatty_acid	560402	759456	199050	ADH_N, ADH_zinc_N, Aminotran_1_2, FA_desaturase_2, p450	-	NW_006239184.1	LOC10258_2120;LOC102585185;LOC102585522;LOC102593282;LOC102585858;LOC102586642;LOC10258_2121;LOC102587524;LOC10258_2122;LOC102593608;LOC102593930;LOC102587849;LOC10258_2123;LOC10258_2124;LOC102588612;LOC107062717;LOC102588937;LOC102589261;LOC102589586	XP_015169164.1;XP_006357908.1;XP_006357909.1;XP_006357930.1;XP_015169160.1;XP_006357911.1;XP_006357912.1;XP_006357914.1;XP_015169161.1;XP_015169156.1;XP_006357932.1;XP_006357915.1;XP_006357916.1;XP_006357917.1;XP_006357918.1;XP_015169163.1;XP_006357919.1;XP_006357920.1;XP_015169162.1	
46	Saccharide-Terpene	25306	278841	253530	Terpene_synth, Terpene_synth_C, UDPGT_2, p450	flavonoid	NW_006239205.1	LOC102587964;LOC102584119;LOC102584779;LOC102585091;LOC10258_2208;LOC102588287;LOC102585420;LOC102588619;LOC102588944;LOC102585759;LOC102586423;LOC102589818;LOC102587099;LOC102587759;LOC107062908;LOC102591167;LOC102590811;LOC102591837;LOC102592842;LOC102592164;LOC102593183;LOC10259_2362;LOC10259_2363;LOC102593721;LOC102594043	XP_006358760.1;XP_006358818.1;XP_006358819.1;XP_006358820.1;XP_015169626.1;XP_006358761.1;XP_015169618.1;XP_006358762.1;XP_006358764.1;XP_006358822.2;XP_006358823.1;XP_006358765.1;XP_006358824.1;XP_015169617.1;XP_015169597.1;XP_015169627.1;XP_006358766.1;XP_006358768.1;XP_006358770.1;XP_006358769.2;XP_006358771.1;XP_006358772.1;XP_015169625.1;XP_006358773.1;XP_006358774.1	
47	Saccharide	603388	838265	234880	Aldo_ket_red, UDPGT_2, p450	-	NW_006239205.1	LOC102593064;LOC102605459;LOC10260_1518;LOC10260_1519;LOC102604231;LOC102582447;LOC102603558;LOC102603220;LOC102602540;LOC102579027;LOC102578359;LOC102606350;GWD3;GWD3_1;GWD3_2;LOC107062909;LOC107062910;LOC102580116;LOC102594045;LOC102594706;LOC10259_2373;LOC102581138	XP_006358836.1;XP_006358809.1;XP_015169613.1;XP_006358808.1;XP_006358806.1;XP_015169604.1;XP_006358804.1;XP_006358803.1;XP_006358802.1;XP_006358811.1;XP_006358810.2;XP_015169605.1;XP_006358812.1;XP_006358813.1;NP_001274870.1;XP_015169606.1;XP_015169607.1;XP_006358814.1;XP_006358838.1;XP_006358839.2;XP_015169609.1;XP_006358815.1	
48	Mate	367050	535146	168100	Aminotran_3, MatE, p450	-	NW_006239206.1	LOC102593396;LOC102605678;LOC102606009;LOC102606352;LOC102578361;LOC102578694;LOC102579029;LOC102593724;LOC102594046;LOC102579355;LOC102579677;LOC10257_571;LOC102580226;LOC102594379;LOC102594707	XP_006358913.1;XP_006358865.1;XP_006358866.1;XP_006358867.1;XP_006358868.1;XP_006358869.1;XP_006358870.1;XP_006358914.1;XP_006358915.1;XP_006358871.1;XP_006358873.1;XP_006358872.1;XP_006358874.1;XP_015169642.1;XP_015169643.1	
49	Saccharide	1	84331	84330	Epimerase, Glyco_hydro_1	-	NW_006239219.1	LOC102591954;LOC102592280;LOC102592625;LOC102592958;LOC102593525;LOC102593844;LOC10259_2405;LOC10259_2406;LOC10259_2407;LOC102585327	XP_006359373.1;XP_006359374.1;XP_006359375.1;XP_006359376.1;XP_006359377.1;XP_006359378.1;XP_006359379.1;XP_006359380.1;XP_015169890.1;XP_006359440.1	
50	Terpene	238332	521839	283510	GMC_oxred_C, GMC_oxred_N, Terpene_synth, Terpene_synth_C, p450	-	NW_006239233.1	LOC102602655;LOC10260_1598;LOC10260_1599;LOC10260_1600;LOC102602993;LOC102603333;LOC102583793;LOC107063145;LOC102603670;LOC102604006;LOC102604341;LOC102584125;LOC102604664;LOC102584455;LOC102605008	XP_006359944.1;XP_015170100.1;XP_015170101.1;XP_015170102.1;XP_006359945.1;XP_006359946.1;XP_006359970.1;XP_015170103.1;XP_006359947.2;XP_006359948.1;XP_006359949.1;XP_015170087.1;XP_006359950.1;XP_015170085.1;XP_006359952.1	
51	Polyketide	291942	414736	122790	Chal_sti_synt_C, Chal_sti_synt_N, Methyltransf_7, SE	-	NW_006239243.1	LOC102592630;LOC102579366;CHS1A;LOC102580017;LOC102580340;LOC102592966;LOC102581013;LOC102581687;LOC10258_2345;LOC102581356;LOC102582242;LOC10258_2346	XP_006360372.1;XP_006360334.1;NP_001275352.1;XP_015170267.1;XP_006360336.1;XP_006360373.1;XP_006360337.1;XP_006360339.1;XP_006360340.1;XP_006360338.1;XP_006360341.1;XP_006360342.1	
52	Saccharide-Terpene	136740	302382	165640	Glycos_transf_1, SQHop_cyclase_C, SQHop_cyclase_N, p450	Lanosterol-2	NW_006239252.1	LOC102583352;LOC102583676;LOC102584021;LOC102584341;LOC102584686;LOC102594718;LOC10259_2538;LOC102577930;LOC102586433;LOC102586103;LOC102585336;LOC10258_2392;LOC102586761;LOC102587109	XP_006360642.1;XP_006360643.1;XP_006360644.1;XP_015170425.1;XP_006360646.1;XP_006360676.1;XP_015170423.1;XP_006360647.1;XP_006360652.1;XP_006360651.1;XP_006360650.1;XP_006360648.1;XP_006360653.1;XP_006360654.1	
53	Terpene	1	143005	143000	Prenyltransf, Terpene_synth, Terpene_synth_C, Transferase	-	NW_006239286.1	LOC102592295;LOC102592976;LOC102597370;LOC107063459;LOC102598013;LOC102598339;LOC102598683	XP_015170847.1;XP_006361580.1;XP_015170854.1;XP_015170842.1;XP_006361592.1;XP_006361593.1;XP_015170843.1	
54	Terpene	561118	610422	49300	AMP-binding, Terpene_synth, Terpene_synth_C, p450	-	NW_006239290.1	LOC102586443;LOC102583484;LOC102587118	XP_006361719.1;XP_015170918.1;XP_006361720.1	
55	Alkaloid	407329	445952	38620	Pyridoxal_deC, p450	-	NW_006239340.1	LOC102578850;LOC102579180;LOC10257_664;LOC107057989;LOC107057992;LOC102579710	XP_006362821.1;XP_006362822.1;XP_006362823.1;XP_015158668.1;XP_015158675.1;XP_006362824.1	
56	Polyketide	129586	271151	141560	Abhydrolase_3, Chal_sti_synt_C, NAD_binding_1, p450	-	NW_006239348.1	LOC102603015;CER6;LOC102604261;LOC102604588;LOC102604927;LOC102605269;LOC102605599;LOC10260_1814;LOC102587673;LOC102606166	XP_006363117.1;XP_006363119.1;XP_006363120.1;XP_006363121.1;XP_006363122.1;XP_006363123.1;XP_006363125.1;XP_006363124.1;XP_006363152.1;XP_006363126.1	
57	Saccharide	186341	266029	79690	3Beta_HSD, Transferase, UDPGT_2	-	NW_006239349.1	LOC102596620;LOC102596957;LOC102578730;LOC102579063;LOC102597608;LOC102579713;LOC102580360;LOC102597931;LOC102598251;LOC102598590;LOC102577646;LOC102599449;LOC102599776	XP_015158800.1;XP_006363181.1;XP_006363207.1;XP_006363208.1;XP_006363182.1;XP_006363209.1;XP_015158801.1;XP_006363183.1;XP_006363184.1;XP_006363185.1;NP_001275440.1;XP_006363187.1;XP_006363188.1	
58	Alkaloid	422044	457802	35760	Cu_amine_oxid, Epimerase, p450	-	NW_006239374.1	LOC102581170;LOC102581503;LOC102581835;LOC102582164;LOC107058177	XP_006363736.1;XP_006363737.1;XP_015159060.1;XP_006363738.2;XP_015159051.1	
59	Saccharide-Alkaloid	173405	294888	121480	Aminotran_1_2, Glycos_transf_1, Pyridoxal_deC	-	NW_006239412.1	LOC102579401;LOC10257_708;LOC10257_709;LOC102580157;LOC102580834;LOC10258_2795;LOC10258_2796;LOC107058336;LOC102584253;LOC102581388;LOC102581718;LOC10258_2797;LOC102582047;LOC10258_2798;LOC102582607;LOC102582945	XP_006364384.1;XP_015159406.1;XP_015159407.1;XP_006364387.1;XP_006364389.1;XP_006364388.1;XP_015159402.1;XP_015159398.1;XP_015159403.1;XP_006364390.1;XP_006364391.1;XP_015159410.1;XP_006364392.1;XP_006364393.1;XP_006364394.1;XP_006364395.1	
60	Putative	245412	370807	125390	Transferase, adh_short, p450	-	NW_006239429.1	LOC102585137;LOC10257_717;LOC102578406;LOC102585799;LOC102586130;LOC10257_718;LOC10257_719;LOC102606401;LOC102578747;LOC10258_2837;LOC102586460;LOC102579079;LOC102579406;LOC10257_720;LOC102579732;LOC102580050;LOC102580374;LOC10258_2839;LOC102580712;LOC10258_2838;LOC10258_2840;LOC102581949;LOC10258_2841;LOC102586794;LOC102582276;LOC10258_2842;LOC102583050	XP_006364799.1;XP_006364800.1;XP_015159575.1;XP_015159577.1;XP_006364802.1;XP_015159576.1;XP_015159574.1;XP_006364775.1;XP_006364777.1;XP_015159564.1;XP_015159563.1;XP_006364778.1;XP_006364779.1;XP_015159579.1;XP_006364780.1;XP_006364781.1;XP_006364782.1;XP_006364787.2;XP_006364783.1;XP_006364784.1;XP_006364785.1;XP_006364788.1;XP_015159582.1;XP_006364804.1;XP_006364789.1;XP_006364790.1;XP_015159580.1	
61	Cyclopeptide	1	334331	334330	BURP	-	NW_006239457.1	LOC102596085;LOC102605949;LOC102596413;LOC102596745;LOC10259_2976;LOC102597295;LOC10259_2977;LOC10259_2978;LOC10259_2979;LOC10259_2980;LOC10259_2984;LOC10259_2983;LOC10259_2982;LOC102598264;LOC10259_2981;LOC10259_2985;LOC10259_2986;LOC10259_2987;LOC107058524;LOC102600460;LOC10260_1954;LOC102600124;LOC102601016;LOC102601364;LOC102601700;LOC102602029;LOC107058525;LOC102602358;LOC102602699;LOC102603032;LOC102603368;LOC102603706;LOC102604042;LOC10260_1955;LOC102604604;LOC102604942;LOC102606289;LOC102605615	XP_015159830.1;XP_006365239.1;XP_006365207.1;XP_006365209.1;XP_006365208.1;XP_006365213.1;XP_006365211.1;XP_006365212.1;XP_006365210.1;XP_015159827.1;XP_006365215.1;XP_006365219.1;XP_006365217.1;XP_006365214.1;XP_015159823.1;XP_015159824.1;XP_006365221.1;XP_015159825.1;XP_015159821.1;XP_006365224.1;XP_006365223.1;XP_006365222.2;XP_015159829.1;XP_006365226.1;XP_006365227.1;XP_006365228.1;XP_015159822.1;XP_006365229.2;XP_006365230.1;XP_006365231.2;XP_006365232.1;XP_006365233.1;XP_006365234.2;XP_006365235.1;XP_006365236.1;XP_006365237.1;XP_006365240.1;XP_006365238.1	
62	Cyclopeptide	83543	311481	227940	BURP	-	NW_006239476.1	LOC102591324;LOC102601922;LOC102591652;LOC10259_3006;LOC102592212;LOC102592556;LOC102602252;LOC102593116;LOC102602588;LOC102593452;LOC102593777;LOC10259_3007;LOC10259_3008;LOC102594316;LOC102594856;LOC102595197;LOC102595519;LOC102595853;LOC10259_3009;LOC10259_3010;LOC10259_3011;LOC10259_3012;LOC102596195;LOC102597195;LOC107057667;LOC102602927;LOC102596872;LOC102597722;LOC102598041;LOC102598367;LOC102599035;LOC102599356;LOC102599684;LOC102600017;LOC102601020;LOC102603606	XP_006365494.1;XP_006365522.2;XP_006365495.1;XP_006365496.1;XP_006365497.1;NP_001274899.1;XP_015159956.1;XP_006365500.1;XP_006365524.1;XP_006365501.1;XP_006365503.1;XP_006365502.1;XP_006365505.1;XP_006365504.1;XP_006365506.1;XP_006365507.1;XP_006365508.1;XP_006365509.1;XP_015159962.1;XP_015159963.1;XP_015159964.1;XP_015159965.1;XP_006365510.1;XP_015159961.1;XP_015159960.1;XP_015159959.1;XP_006365511.1;XP_006365514.1;XP_006365515.1;XP_006365516.1;XP_006365517.1;XP_006365518.1;XP_006365519.1;XP_006365520.1;XP_006365521.1;XP_015159957.1	
63	Saccharide	152746	197143	44400	Glycos_transf_1, p450	-	NW_006239490.1	LOC102585035;LOC102581849;LOC10258_2927;LOC102581516;LOC102582375;LOC102585697;LOC102582723;LOC102583058	XP_015160043.1;XP_006365686.1;XP_015160042.1;XP_006365685.1;XP_006365687.1;XP_015160024.1;XP_015160025.1;XP_006365689.1	
64	Fatty_acid	1	117181	117180	CER1-like_C, FA_desaturase, FA_hydroxylase, adh_short, adh_short_C2, p450	-	NW_006239496.1	LOC102578866;LOC107058644;LOC102595097;LOC102596089;LOC10259_3040;LOC102595750;LOC102595425;LOC102596638;LOC102579196;LOC102596973;LOC102579518;LOC102597941;LOC102597622;LOC102598267;LOC102598608;LOC102579844;LOC102598937;LOC102600240;LOC102580492	XP_006365822.1;XP_015160089.1;XP_006365792.1;XP_006365796.1;XP_006365795.1;XP_015160097.1;XP_015160098.1;XP_006365797.1;XP_006365823.1;XP_006365798.1;XP_006365824.1;XP_006365800.1;XP_006365799.1;XP_006365801.1;XP_006365802.1;XP_006365825.1;XP_006365803.1;XP_006365804.1;XP_015160090.1	
65	Terpene	1	150307	150310	Prenyltransf, Terpene_synth, Terpene_synth_C, p450	-	NW_006239509.1	LOC102596750;LOC102597074;LOC102597403;LOC102594204;LOC102594538;LOC102594859;LOC102595200;LOC102598372	XP_015160145.1;XP_006365938.1;XP_006365939.1;XP_006365932.1;XP_006365933.1;XP_006365934.1;XP_015160146.1;XP_006365940.2	
66	Saccharide	228795	277707	48910	2OG-FeII_Oxy, Amino_oxidase, DIOX_N, UDPGT_2	alkaloid, cytokinin	NW_006239512.1	LOC102584723;LOC107058674;LOC102585038;LOC10258_2963;LOC102585365;LOC102586694	XP_006365976.1;XP_015160159.1;XP_006365977.1;XP_015160162.1;XP_006365978.1;XP_006365982.1	
67	Fatty_acid	153985	258910	104920	FA_desaturase, adh_short, p450	-	NW_006239528.1	LOC102597406;LOC10259_3067;LOC10259_3068;LOC102597729;LOC102598049;LOC107058720;LOC102598374;LOC107058721;LOC107058719;LOC102599044	XP_015160244.1;XP_015160245.1;XP_015160246.1;XP_006366156.2;XP_006366157.1;XP_015160242.1;XP_015160247.1;XP_015160243.1;XP_015160241.1;XP_006366158.1	
68	Fatty_acid	145152	208703	63550	FA_hydroxylase, Methyltransf_11, p450	-	NW_006239588.1	LOC102606075;LOC102606414;LOC10260_2058;LOC10260_2059;LOC10260_2060;LOC102579093;LOC10257_759;LOC10257_760;LOC102579630;LOC102579959	XP_006366702.1;XP_006366703.1;XP_006366704.1;XP_006366706.1;XP_015160511.1;XP_006366707.1;XP_006366708.1;XP_015160513.1;XP_006366709.1;XP_006366710.1	
