potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
39	Alkaloid	4355088	4432758	77670	Str_synth, Transferase	-	NC_089042.1	LOC4344782;LOC4344783;LOC4344784;LOC4344785;LOC136351621;LOC4344787;LOC107275340	XP_015648893.1;XP_015648798.1;NP_001409375.1;NP_001409376.1;XP_066159928.1;NP_001409377.1;XP_015649191.1	
40	Lignan-Alkaloid	17633395	17762717	129320	Bet_v_1, Dirigent, Epimerase	-	NC_089042.1	LOC4345410;LOC4345411;LOC4345412;LOC4345413;LOC4345414;LOC4345415;LOC4345416;LOC136351579;LOC107282017;LOC4345418;LOC107275970;LOC4345419	XP_015648415.1;XP_015648181.1;XP_015650862.1;XP_015649407.1;XP_015648480.1;NP_001407862.1;XP_015650591.1;XP_066159855.1;XP_015649608.3;XP_015649399.1;XP_066159777.1;XP_015649631.1	
41	Fatty_acid-Alkaloid	21579262	21700115	120850	Epimerase, FA_desaturase, Str_synth	-	NC_089042.1	LOC4345685;LOC4345686;LOC4345687;LOC4345688;LOC4345689;LOC4345690;LOC4345693;LOC43456_28;LOC4345694;LOC4345695;LOC4345696;LOC43456_29;LOC136351117	XP_015650252.1;XP_015650253.1;NP_001409510.1;XP_015650110.1;XP_015650109.1;XP_015649134.1;XP_015650681.1;XP_015650682.1;XP_025883122.1;XP_015649589.1;XP_015648064.1;XP_015648065.1;XP_066159536.1	
42	Saccharide	25350194	25479174	128979	Glyco_hydro_1, Lipoxygenase, adh_short	-	NC_089042.1	LOC4345991;LOC4345992;LOC43459_41;LOC43459_42;LOC4345993;LOC4345994;LOC4345995;LOC43459_43;LOC4345996;LOC4345997;LOC4345998;LOC43459_44;LOC4345999;LOC4346000;LOC43460_1;LOC4346001;LOC43460_2;LOC4346003	XP_015648536.1;NP_001390581.1;XP_066168979.1;XP_066168981.1;NP_001390579.1;NP_001390582.1;NP_001390583.1;NP_001390593.1;NP_001390592.1;NP_001409550.1;NP_001409551.1;XP_015650813.1;NP_001409553.1;XP_015648209.1;NP_001409552.1;XP_015648488.1;XP_066159435.1;XP_015650505.1	
43	Saccharide	17118287	17202134	83850	AMP-binding, UDPGT_2, p450	-	NC_089043.1	LOC136351870;LOC9268701;LOC9266289;LOC4346925;LOC43469_2;LOC9271425;LOC92714_17;LOC4346927;LOC4346928	XP_066160410.1;XP_066160411.1;XP_015610704.1;XP_015612312.1;XP_066160005.1;XP_015612347.1;XP_015612348.1;XP_015610771.1;XP_015611018.1	
44	Putative	21751124	21908207	157080	ADH_N, ADH_zinc_N, Abhydrolase_3, Peptidase_S10, adh_short	-	NC_089043.1	LOC4347278;LOC4347279;LOC4347280;LOC43472_10;LOC43472_11;LOC4347281;LOC43472_12;LOC43472_13;LOC43472_14;LOC4347282;LOC4347283;LOC4347284;LOC4347285;LOC4347286;LOC4347287;LOC4347288;LOC4347289;LOC4347291;LOC9270290;LOC4347295;LOC4347296;LOC4347297;LOC4347298;LOC43472_15;LOC4347299;LOC43472_16;LOC136351654;LOC9267706	NP_001409716.1;NP_001390755.1;NP_001390757.1;XP_066159973.1;NP_001390756.1;XP_015612506.1;XP_015612507.1;NP_001390758.1;XP_066159974.1;XP_015612503.1;XP_015651150.1;XP_015651151.1;XP_015612528.1;XP_015612531.1;XP_015612529.1;XP_015610917.1;XP_015610804.1;XP_015651182.1;XP_015651181.1;XP_015651279.1;XP_015612266.1;XP_015612265.1;XP_025876001.1;XP_025876003.1;XP_015612536.1;XP_015612537.1;XP_066160010.1;XP_015611371.3	
45	Phenolamide	25838146	25921849	83700	Orn_Arg_deC_N, Orn_DAP_Arg_deC, Transferase	-	NC_089043.1	LOC4347745;LOC136351726;LOC4347746;LOC4347747;LOC4347748	XP_015612145.1;XP_066160091.1;XP_015610876.1;NP_001390865.1;NP_001409860.1	
46	Phenolamide-Alkaloid	412688	618091	205400	Pyridoxal_deC, Transferase	-	NC_089044.1	LOC4347955;LOC43479_23;LOC9270894;LOC4347956;LOC9269058;LOC107276871;LOC107277134;LOC107276374;LOC112936651;LOC9270642;LOC4347957;LOC112936652;LOC107275569;LOC10727_483;LOC10727_484;LOC4347960;LOC43479_24;LOC107275778	XP_066160789.1;XP_015614352.3;NP_001411454.1;XP_025876360.2;XP_015613854.2;XP_015613885.1;XP_015613884.1;XP_015613389.2;XP_025876648.1;XP_015613486.3;XP_066161036.1;XP_025876649.1;XP_015613490.1;XP_025876740.1;XP_025876741.1;XP_025876476.1;NP_001409895.1;XP_025876541.1	
47	Polyketide	3660975	3857388	196410	ADH_N, ADH_zinc_N, Chal_sti_synt_C, Chal_sti_synt_N	-	NC_089044.1	LOC4348145;LOC4348146;LOC4348147;LOC4348150;LOC4348151;LOC4348152;LOC136353707	XP_015613160.1;XP_066160984.1;XP_025876684.1;XP_015613226.1;XP_015613267.1;XP_015612744.1;XP_066160986.1	
48	Putative	5021356	5229055	207700	Methyltransf_7, p450	-	NC_089044.1	LOC107279055;LOC4348188;LOC136353715;LOC9269224;LOC107277284;LOC136353738;LOC4348192;LOC136353777	XP_015613546.1;XP_015613547.1;XP_066160992.1;XP_015613326.1;XP_015613754.1;XP_066161049.1;XP_015613458.1;XP_066161098.1	
49	Mate-Saccharide	6661949	6906935	244990	ADH_N, ADH_zinc_N, MatE, Transferase, UDPGT_2	-	NC_089044.1	LOC107279197;LOC4348242;LOC43482_15;LOC107275879;LOC4348245;LOC43482_16;LOC43482_17;LOC43482_18;LOC4348246;LOC43482_19;LOC43482_20;LOC43482_21;LOC43482_22;LOC43482_23;LOC43482_24;LOC136353504;LOC4348247;LOC136353717;LOC4348250;LOC9272034;LOC92720_24	XP_015614044.1;XP_015612799.1;NP_001406095.1;XP_015613184.1;XP_015613781.1;XP_015613782.1;XP_025876470.1;XP_066161111.1;XP_066160911.1;XP_066160909.1;XP_066160912.1;XP_066160910.1;XP_066160913.1;XP_015614324.1;XP_066160908.1;XP_066160599.1;NP_001410853.1;XP_066161004.1;XP_066160600.1;XP_015612942.1;XP_015612941.1	
50	Saccharide	8909400	9442861	533460	Glyco_hydro_1, UDPGT_2, p450	-	NC_089044.1	LOC4348299;LOC136353518;LOC4348304;LOC4348305;LOC4348309;LOC43483_1;LOC136353519;LOC4348311;LOC4348312;LOC43483_2;LOC43483_3;LOC43483_4;LOC43483_5;LOC43483_6;LOC43483_7;LOC43483_8;LOC43483_9;LOC43483_10;LOC43483_11;LOC136353520;LOC4348315;LOC4348316;LOC4348317	XP_015612714.1;XP_066160616.1;XP_015613041.1;XP_015614877.1;XP_015614820.1;XP_015614821.1;XP_066160618.1;XP_015612887.1;XP_015614923.1;XP_015614927.1;XP_066160850.1;XP_066160851.1;XP_066160852.1;XP_066160853.1;XP_066160854.1;XP_066160855.1;XP_066160856.1;XP_066160857.1;XP_066160858.1;XP_066160619.1;NP_001410857.1;XP_015613779.1;XP_015613794.2	
51	Lignan-Saccharide	9834432	10041559	207130	Dirigent, UDPGT_2	-	NC_089044.1	LOC9266192;LOC107276666;LOC136353594;LOC136353593;LOC9270308;LOC107279072	XP_066160624.1;XP_066160702.1;XP_066160705.1;XP_066160704.1;XP_015613427.1;XP_015613607.1	
52	Phenolamide-Alkaloid	12643845	12936896	293050	PNP_phzG_C, Putative_PNPOx, Pyridoxal_deC, Transferase, YjeF_N, p450	-	NC_089044.1	LOC4348493;LOC4348496;LOC43484_48;LOC9266228;LOC4348498;LOC43484_49;LOC4348499;LOC43484_50;LOC4348500;LOC43485_1;LOC107278330;LOC4348503;LOC136353766;LOC4348504;LOC4348505	XP_015614702.1;XP_015614764.1;XP_015614763.1;XP_015613629.3;XP_015615060.1;XP_015615059.1;NP_001410868.1;XP_066160533.1;NP_001410869.1;XP_066160534.1;XP_015613918.1;NP_001410870.1;XP_066161080.1;NP_001410871.1;XP_015613339.1	
53	Phenolamide-Alkaloid	14157269	14335173	177900	Pyridoxal_deC, Transferase, p450	-	NC_089044.1	LOC9272050;LOC4348564;LOC4348566;LOC107275261;LOC10727_500;LOC10727_501;LOC10727_502;LOC10727_503;LOC4348568;LOC136353540;LOC9269880;LOC4348571;LOC4348573;LOC4348574;LOC136353782;LOC136353541	XP_025876391.1;XP_015613814.1;XP_015612723.1;XP_025876563.1;XP_025876560.1;XP_025876561.1;XP_015614486.1;XP_066160587.1;XP_015613402.1;XP_066160644.1;XP_025876487.2;NP_001409951.1;XP_015613912.1;NP_001409952.1;XP_066161103.1;XP_066160645.1	
54	Polyketide	15178497	15320612	142120	Acetyltransf_1, COesterase, Chal_sti_synt_C, Chal_sti_synt_N, Epimerase	-	NC_089044.1	LOC4348626;LOC43486_6;LOC4348628;LOC43486_7;LOC4348629;LOC4348631;LOC4348632;LOC4348633;LOC4348634;LOC136353545;LOC4348636;LOC4348637	NP_001409957.1;NP_001409958.1;NP_001409959.1;XP_015614201.1;NP_001409960.1;NP_001409962.1;NP_001409961.1;XP_015612977.1;XP_015615023.1;XP_066160648.1;NP_001390897.1;XP_015612855.1	
55	Saccharide	23748982	23784329	35350	AMP-binding, Cellulose_synt, Methyltransf_11	-	NC_089044.1	LOC4349505;LOC43495_6;LOC43495_7;LOC136351131;LOC13635_159;LOC4349507;LOC43495_9;LOC4349509;LOC43495_8;LOC43495_12;LOC43495_10;LOC43495_11;LOC4349510;LOC9272068;LOC4349511	NP_001410045.1;XP_066160560.1;XP_066160561.1;XP_015614307.1;XP_066160880.1;XP_015614239.1;XP_015614235.1;XP_015614237.1;XP_015614234.1;XP_066160882.1;XP_066160881.1;XP_015614238.1;XP_015614240.1;XP_015614233.1;XP_015614806.1	
56	Alkaloid	2022059	2062596	40540	HMGL-like, Str_synth, p450	-	NC_089045.1	LOC4349744;LOC43497_22;LOC4349745;LOC112936902;LOC136354065;LOC4349746;LOC4349747;LOC4349748	XP_066161765.1;XP_015616662.1;XP_015616654.1;XP_066161766.1;XP_066161767.1;NP_001410084.1;NP_001391372.1;XP_015616663.1	
57	Lignan	3952540	4083943	131400	Dirigent, Transferase	-	NC_089045.1	LOC4349929;LOC4349930;LOC4349931;LOC107275351;LOC107278568;LOC10727_541;LOC10727_542;LOC136353899;LOC4349932;LOC136353970;LOC4349933;LOC9271639;LOC4349934;LOC136353971;LOC9272231	XP_015615635.1;XP_015616505.1;XP_015616006.1;XP_066162046.1;XP_015615552.1;XP_066162047.1;XP_066162048.1;XP_066161301.1;XP_015616391.1;XP_066161513.1;XP_015617240.1;XP_066161514.1;XP_015617239.1;XP_066161516.1;XP_015615518.1	
58	Lignan	5938799	6071619	132820	Dirigent, Peptidase_S10	-	NC_089045.1	LOC107275554;LOC4350065;LOC43500_16;LOC4350066;LOC9272014;LOC4350071;LOC4350072;LOC4350074;LOC4350075	XP_015616159.1;XP_015616471.1;XP_015616473.1;XP_015616472.1;XP_015615611.2;XP_015616506.1;XP_015616161.2;XP_066161182.1;XP_015616026.2	
59	Saccharide	17328404	17630069	301670	Peptidase_S10, UDPGT_2	*saccharide-2	NC_089045.1	LOC136354177;LOC4350462;LOC4350464;LOC107276165;LOC9270393;LOC9269030;LOC4350472;LOC43504_12;LOC107276801;LOC4350473;LOC43504_13;LOC43504_14;LOC43504_15;LOC43504_16;LOC43504_17;LOC43504_18;LOC136351106;LOC4350476	XP_066161951.1;XP_015616583.1;XP_015615890.1;XP_015616240.1;XP_015615634.1;XP_015615701.3;XP_015615487.1;XP_015615488.1;XP_066161699.1;XP_015615662.1;XP_015615664.1;XP_066161433.1;XP_066161434.1;XP_015615663.1;XP_066161435.1;XP_066161436.1;XP_066161437.1;XP_015616521.1	
60	Lignan	27528406	27588576	60170	Aldo_ket_red, Aminotran_1_2, Dirigent	-	NC_089045.1	LOC4351015;LOC9271049;LOC4351017;LOC43510_5;LOC4351019;LOC43510_6;LOC9266169;LOC107276178	XP_015615520.1;XP_015616033.1;XP_015615214.1;XP_066161592.1;XP_015615645.1;XP_015615646.1;XP_015615919.1;XP_025876995.1	
61	Alkaloid	1902372	1940959	38590	HMGL-like, Str_synth, p450	-	NC_089046.1	LOC107276283;LOC4352640;LOC4352641;LOC4352642;LOC4352643;LOC4352644;LOC9269725;LOC4352647;LOC4352648;LOC4352649;LOC136351126;LOC4352651	XP_066162204.1;NP_001410524.1;NP_001410525.1;NP_001410527.1;NP_001410528.1;XP_015619300.1;XP_025877599.1;XP_015620639.1;XP_015619512.2;XP_015618675.1;XP_066162263.1;XP_015620097.2	
62	Lignan	5134242	5232880	98640	Dimerisation, Dirigent, Methyltransf_2, p450	-	NC_089046.1	LOC4351459;LOC43514_29;LOC43514_30;LOC43514_31;LOC4351460;LOC136354727;LOC107276519;LOC4351461	XP_015619618.1;XP_025877837.1;XP_025877838.1;XP_015619619.1;XP_015619620.1;XP_066162409.1;XP_015619132.2;NP_001410245.1	
63	Putative	9303241	9677701	374460	Amino_oxidase, ECH_2, Epimerase, oMT, p450	-	NC_089046.1	LOC4351731;LOC4351732;LOC107277562;LOC4351733;LOC4351734;LOC43517_19;LOC43517_20;LOC107276887;LOC4351736	XP_066162766.1;XP_015619049.1;XP_015619167.2;XP_066162264.1;XP_025877892.2;XP_015618118.1;XP_066162693.1;XP_025877743.2;XP_015619510.1	
64	Saccharide	24810512	24928762	118250	Glycos_transf_1, Peptidase_S10, p450	-	NC_089046.1	LOC43519_10;LOC43519_9;LOC4351922;LOC4351923;LOC4351925;LOC4351926;LOC92695_36;LOC9269561;LOC92695_16;LOC92695_17;LOC92695_18;LOC92695_19;LOC92695_20;LOC92695_21;LOC92695_22;LOC92695_23;LOC92695_24;LOC92695_25;LOC92695_26;LOC92695_27;LOC92695_28;LOC92695_29;LOC92695_30;LOC92695_31;LOC92695_32;LOC92695_33;LOC92695_34;LOC92695_35;LOC136351228;LOC13635_198;LOC13635_199;LOC13635_200;LOC4351929;LOC43519_11;LOC43519_12;LOC43519_13;LOC43519_14;LOC43519_15;LOC43519_16;LOC43519_17;LOC43519_18;LOC43519_19;LOC43519_20;LOC43519_21;LOC43519_22;LOC43519_23;LOC43519_24;LOC4351932;LOC107278731;LOC4351938;LOC43519_25;LOC9272600;LOC107277800;LOC4351940;LOC43519_26;LOC43519_27;LOC43519_28;LOC43519_29;LOC43519_30;LOC4351944;LOC4351945	XP_015619542.1;XP_066162106.1;XP_066162105.1;XP_025877567.1;XP_015618256.1;XP_015618293.1;XP_066162540.1;XP_066162518.1;XP_066162519.1;XP_066162520.1;XP_066162521.1;XP_066162522.1;XP_066162523.1;XP_066162524.1;XP_066162525.1;XP_066162526.1;XP_066162527.1;XP_066162528.1;XP_066162529.1;XP_066162530.1;XP_066162531.1;XP_066162533.1;XP_066162534.1;XP_066162535.1;XP_066162536.1;XP_066162537.1;XP_066162538.1;XP_066162539.1;XP_066162516.1;XP_066162514.1;XP_066162517.1;XP_066162515.1;XP_015619693.2;XP_015619694.2;XP_015619698.1;XP_066162541.1;XP_066162542.1;XP_066162543.1;XP_066162544.1;XP_066162545.1;XP_066162546.1;XP_015619704.1;XP_015619705.1;XP_066162547.1;XP_066162548.1;XP_015619697.1;XP_015619703.1;XP_015618471.1;XP_025877995.2;XP_015620243.1;XP_015620244.1;XP_015619550.1;XP_066162260.1;XP_015618600.1;XP_025877954.1;XP_025877955.1;XP_015618601.1;XP_015618607.1;XP_015618606.1;XP_015618282.1;NP_001410381.1	
